"Date et heure","Date et heure(RAW)","Mémoire disponible (%)","Mémoire disponible (%)(RAW)","Mémoire disponible","Mémoire disponible(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"18/10/2024 12:00:00 - 13:00:00","45583.4583333333","10 %","10.0000","6,33 Go","6798650026.6667","0 %","0.0000","100 %","0000010000"
"18/10/2024 13:00:00 - 14:00:00","45583.5000000000","10 %","10.0000","6,34 Go","6803204778.6667","0 %","0.0000","100 %","0000010000"
"18/10/2024 14:00:00 - 15:00:00","45583.5416666667","10 %","10.0000","6,35 Go","6814720682.6667","0 %","0.0000","100 %","0000010000"
"18/10/2024 15:00:00 - 16:00:00","45583.5833333333","10 %","10.0000","6,35 Go","6818845354.6667","0 %","0.0000","100 %","0000010000"
"18/10/2024 16:00:00 - 17:00:00","45583.6250000000","10 %","10.0000","6,35 Go","6818125824.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 17:00:00 - 18:00:00","45583.6666666667","10 %","10.0000","6,32 Go","6787716437.3333","0 %","0.0000","100 %","0000010000"
"18/10/2024 18:00:00 - 19:00:00","45583.7083333333","10 %","10.0000","6,33 Go","6801452373.3333","0 %","0.0000","100 %","0000010000"
"18/10/2024 19:00:00 - 20:00:00","45583.7500000000","10 %","10.0000","6,33 Go","6801096021.3333","0 %","0.0000","100 %","0000010000"
"18/10/2024 20:00:00 - 21:00:00","45583.7916666667","10 %","10.0000","6,33 Go","6801573888.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 21:00:00 - 22:00:00","45583.8333333333","10 %","10.0000","6,32 Go","6783555584.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 22:00:00 - 23:00:00","45583.8750000000","10 %","10.0000","6,32 Go","6788382720.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 23:00:00 - 00:00:00","45583.9166666667","10 %","10.0000","6,33 Go","6792967509.3333","0 %","0.0000","100 %","0000010000"
"19/10/2024 00:00:00 - 01:00:00","45583.9583333333","10 %","10.0000","6,32 Go","6783496192.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 01:00:00 - 02:00:00","45584.0000000000","10 %","10.0000","6,30 Go","6766995456.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 02:00:00 - 03:00:00","45584.0416666667","10 %","10.0000","6,38 Go","6853648384.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 03:00:00 - 04:00:00","45584.0833333333","10 %","10.0000","6,39 Go","6859763029.3333","0 %","0.0000","100 %","0000010000"
"19/10/2024 04:00:00 - 05:00:00","45584.1250000000","10 %","10.0000","6,37 Go","6835948885.3333","0 %","0.0000","100 %","0000010000"
"19/10/2024 05:00:00 - 06:00:00","45584.1666666667","10 %","10.0000","6,34 Go","6807300096.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 06:00:00 - 07:00:00","45584.2083333333","10 %","10.0000","6,37 Go","6835363157.3333","0 %","0.0000","100 %","0000010000"
"19/10/2024 07:00:00 - 08:00:00","45584.2500000000","10 %","10.0000","6,38 Go","6853250389.3333","0 %","0.0000","100 %","0000010000"
"19/10/2024 08:00:00 - 09:00:00","45584.2916666667","10 %","10.0000","6,38 Go","6850156544.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 09:00:00 - 10:00:00","45584.3333333333","10 %","10.0000","6,37 Go","6840375296.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 10:00:00 - 11:00:00","45584.3750000000","10 %","10.0000","6,36 Go","6827171840.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 11:00:00 - 12:00:00","45584.4166666667","10 %","10.0000","6,33 Go","6793448106.6667","0 %","0.0000","100 %","0000010000"
"19/10/2024 12:00:00 - 13:00:00","45584.4583333333","10 %","10.0000","6,35 Go","6819317760.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 13:00:00 - 14:00:00","45584.5000000000","10 %","10.0000","6,37 Go","6835282602.6667","0 %","0.0000","100 %","0000010000"
"19/10/2024 14:00:00 - 15:00:00","45584.5416666667","10 %","10.0000","6,37 Go","6841007445.3333","0 %","0.0000","100 %","0000010000"
"19/10/2024 15:00:00 - 16:00:00","45584.5833333333","10 %","10.0000","6,37 Go","6835048448.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 16:00:00 - 17:00:00","45584.6250000000","10 %","10.0000","6,34 Go","6811379712.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 17:00:00 - 18:00:00","45584.6666666667","10 %","10.0000","6,34 Go","6807709696.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 18:00:00 - 19:00:00","45584.7083333333","10 %","10.0000","6,33 Go","6799025493.3333","0 %","0.0000","100 %","0000010000"
"19/10/2024 19:00:00 - 20:00:00","45584.7500000000","10 %","10.0000","6,37 Go","6839756800.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 20:00:00 - 21:00:00","45584.7916666667","10 %","10.0000","6,38 Go","6851672064.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 21:00:00 - 22:00:00","45584.8333333333","10 %","10.0000","6,39 Go","6857406464.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 22:00:00 - 23:00:00","45584.8750000000","10 %","10.0000","6,37 Go","6837189973.3333","0 %","0.0000","100 %","0000010000"
"19/10/2024 23:00:00 - 00:00:00","45584.9166666667","10 %","10.0000","6,37 Go","6836701866.6667","0 %","0.0000","100 %","0000010000"
"20/10/2024 00:00:00 - 01:00:00","45584.9583333333","10 %","10.0000","6,36 Go","6823806976.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 01:00:00 - 02:00:00","45585.0000000000","10 %","10.0000","6,37 Go","6837579776.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 02:00:00 - 03:00:00","45585.0416666667","10 %","10.0000","6,38 Go","6849487530.6667","0 %","0.0000","100 %","0000010000"
"20/10/2024 03:00:00 - 04:00:00","45585.0833333333","10 %","10.0000","6,36 Go","6834039466.6667","0 %","0.0000","100 %","0000010000"
"20/10/2024 04:00:00 - 05:00:00","45585.1250000000","10 %","10.0000","6,36 Go","6832986794.6667","0 %","0.0000","100 %","0000010000"
"20/10/2024 05:00:00 - 06:00:00","45585.1666666667","10 %","10.0000","6,35 Go","6816309930.6667","0 %","0.0000","100 %","0000010000"
"20/10/2024 06:00:00 - 07:00:00","45585.2083333333","10 %","10.0000","6,36 Go","6824480768.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 07:00:00 - 08:00:00","45585.2500000000","10 %","10.0000","6,36 Go","6827593045.3333","0 %","0.0000","100 %","0000010000"
"20/10/2024 08:00:00 - 09:00:00","45585.2916666667","10 %","10.0000","6,36 Go","6823910058.6667","0 %","0.0000","100 %","0000010000"
"20/10/2024 09:00:00 - 10:00:00","45585.3333333333","10 %","10.0000","6,35 Go","6816866986.6667","0 %","0.0000","100 %","0000010000"
"20/10/2024 10:00:00 - 11:00:00","45585.3750000000","10 %","10.0000","6,33 Go","6791787861.3333","0 %","0.0000","100 %","0000010000"
"20/10/2024 11:00:00 - 12:00:00","45585.4166666667","10 %","10.0000","6,30 Go","6763773269.3333","0 %","0.0000","100 %","0000010000"
"20/10/2024 12:00:00 - 13:00:00","45585.4583333333","10 %","10.0000","6,31 Go","6771629397.3333","0 %","0.0000","100 %","0000010000"
"20/10/2024 13:00:00 - 14:00:00","45585.5000000000","10 %","10.0000","6,35 Go","6822116693.3333","0 %","0.0000","100 %","0000010000"
"20/10/2024 14:00:00 - 15:00:00","45585.5416666667","10 %","10.0000","6,36 Go","6824807082.6667","0 %","0.0000","100 %","0000010000"
"20/10/2024 15:00:00 - 16:00:00","45585.5833333333","10 %","10.0000","6,34 Go","6811594069.3333","0 %","0.0000","100 %","0000010000"
"20/10/2024 16:00:00 - 17:00:00","45585.6250000000","10 %","10.0000","6,34 Go","6803600042.6667","0 %","0.0000","100 %","0000010000"
"20/10/2024 17:00:00 - 18:00:00","45585.6666666667","10 %","10.0000","6,33 Go","6798089557.3333","0 %","0.0000","100 %","0000010000"
"20/10/2024 18:00:00 - 19:00:00","45585.7083333333","10 %","10.0000","6,34 Go","6810934613.3333","0 %","0.0000","100 %","0000010000"
"20/10/2024 19:00:00 - 20:00:00","45585.7500000000","10 %","10.0000","6,36 Go","6826523306.6667","0 %","0.0000","100 %","0000010000"
"20/10/2024 20:00:00 - 21:00:00","45585.7916666667","10 %","10.0000","6,36 Go","6833968469.3333","0 %","0.0000","100 %","0000010000"
"20/10/2024 21:00:00 - 22:00:00","45585.8333333333","10 %","10.0000","6,37 Go","6836660224.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 22:00:00 - 23:00:00","45585.8750000000","10 %","10.0000","6,33 Go","6798381056.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 23:00:00 - 00:00:00","45585.9166666667","10 %","10.0000","6,32 Go","6782187520.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 00:00:00 - 01:00:00","45585.9583333333","10 %","10.0000","6,32 Go","6787864576.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 01:00:00 - 02:00:00","45586.0000000000","10 %","9.8333","6,27 Go","6732487338.6667","0 %","0.0000","100 %","0000010000"
"21/10/2024 02:00:00 - 03:00:00","45586.0416666667","10 %","10.0000","6,33 Go","6801850368.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 03:00:00 - 04:00:00","45586.0833333333","10 %","10.0000","6,39 Go","6862619306.6667","0 %","0.0000","100 %","0000010000"
"21/10/2024 04:00:00 - 05:00:00","45586.1250000000","10 %","10.0000","6,35 Go","6821748736.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 05:00:00 - 06:00:00","45586.1666666667","10 %","10.0000","6,31 Go","6775111680.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 06:00:00 - 07:00:00","45586.2083333333","10 %","10.0000","6,32 Go","6782653781.3333","0 %","0.0000","100 %","0000010000"
"21/10/2024 07:00:00 - 08:00:00","45586.2500000000","10 %","10.0000","6,33 Go","6795346602.6667","0 %","0.0000","100 %","0000010000"
"21/10/2024 08:00:00 - 09:00:00","45586.2916666667","10 %","10.0000","6,31 Go","6779465728.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 09:00:00 - 10:00:00","45586.3333333333","10 %","10.0000","6,33 Go","6795112448.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 10:00:00 - 11:00:00","45586.3750000000","10 %","10.0000","6,33 Go","6791938048.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 11:00:00 - 12:00:00","45586.4166666667","10 %","10.0000","6,26 Go","6716607146.6667","0 %","0.0000","100 %","0000010000"
"21/10/2024 12:00:00 - 13:00:00","45586.4583333333","10 %","10.0000","6,34 Go","6806173013.3333","0 %","0.0000","100 %","0000010000"
"21/10/2024 13:00:00 - 14:00:00","45586.5000000000","10 %","10.0000","6,35 Go","6814238720.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 14:00:00 - 15:00:00","45586.5416666667","10 %","10.0000","6,32 Go","6788502186.6667","0 %","0.0000","100 %","0000010000"
"21/10/2024 15:00:00 - 16:00:00","45586.5833333333","10 %","10.0000","6,33 Go","6794527402.6667","0 %","0.0000","100 %","0000010000"
"21/10/2024 16:00:00 - 17:00:00","45586.6250000000","10 %","10.0000","6,33 Go","6799327232.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 17:00:00 - 18:00:00","45586.6666666667","10 %","10.0000","6,32 Go","6789434709.3333","0 %","0.0000","100 %","0000010000"
"21/10/2024 18:00:00 - 19:00:00","45586.7083333333","10 %","10.0000","6,31 Go","6779385173.3333","0 %","0.0000","100 %","0000010000"
"21/10/2024 19:00:00 - 20:00:00","45586.7500000000","10 %","10.0000","6,31 Go","6776249002.6667","0 %","0.0000","100 %","0000010000"
"21/10/2024 20:00:00 - 21:00:00","45586.7916666667","10 %","10.0000","6,31 Go","6775391573.3333","0 %","0.0000","100 %","0000010000"
"21/10/2024 21:00:00 - 22:00:00","45586.8333333333","10 %","10.0000","6,30 Go","6762161493.3333","0 %","0.0000","100 %","0000010000"
"21/10/2024 22:00:00 - 23:00:00","45586.8750000000","10 %","10.0000","6,30 Go","6760140800.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 23:00:00 - 00:00:00","45586.9166666667","10 %","10.0000","6,28 Go","6744884565.3333","0 %","0.0000","100 %","0000010000"
"22/10/2024 00:00:00 - 01:00:00","45586.9583333333","10 %","10.0000","6,31 Go","6776242858.6667","0 %","0.0000","100 %","0000010000"
"22/10/2024 01:00:00 - 02:00:00","45587.0000000000","10 %","9.8333","6,19 Go","6643499008.0000","0 %","0.0000","100 %","0000010000"
"22/10/2024 02:00:00 - 03:00:00","45587.0416666667","10 %","10.0000","6,26 Go","6723721898.6667","0 %","0.0000","100 %","0000010000"
"22/10/2024 03:00:00 - 04:00:00","45587.0833333333","10 %","10.0000","6,32 Go","6781545130.6667","0 %","0.0000","100 %","0000010000"
"22/10/2024 04:00:00 - 05:00:00","45587.1250000000","10 %","10.0000","6,28 Go","6740571477.3333","0 %","0.0000","100 %","0000010000"
"22/10/2024 05:00:00 - 06:00:00","45587.1666666667","10 %","10.0000","6,23 Go","6687799978.6667","0 %","0.0000","100 %","0000010000"
"22/10/2024 06:00:00 - 07:00:00","45587.2083333333","10 %","10.0000","6,23 Go","6692795733.3333","0 %","0.0000","100 %","0000010000"
"22/10/2024 07:00:00 - 08:00:00","45587.2500000000","10 %","10.0000","6,23 Go","6684806485.3333","0 %","0.0000","100 %","0000010000"
"22/10/2024 08:00:00 - 09:00:00","45587.2916666667","10 %","10.0000","6,22 Go","6677044565.3333","0 %","0.0000","100 %","0000010000"
"22/10/2024 09:00:00 - 10:00:00","45587.3333333333","10 %","10.0000","6,23 Go","6690378410.6667","0 %","0.0000","100 %","0000010000"
"22/10/2024 10:00:00 - 11:00:00","45587.3750000000","10 %","10.0000","6,24 Go","6696141482.6667","0 %","0.0000","100 %","0000010000"
"22/10/2024 11:00:00 - 12:00:00","45587.4166666667","10 %","10.0000","6,22 Go","6677936128.0000","0 %","0.0000","100 %","0000010000"
"22/10/2024 12:00:00 - 13:00:00","45587.4583333333","10 %","10.0000","6,24 Go","6702611797.3333","0 %","0.0000","100 %","0000010000"
"22/10/2024 13:00:00 - 14:00:00","45587.5000000000","10 %","10.0000","6,23 Go","6694571349.3333","0 %","0.0000","100 %","0000010000"
"22/10/2024 14:00:00 - 15:00:00","45587.5416666667","10 %","10.0000","6,27 Go","6734809770.6667","0 %","0.0000","100 %","0000010000"
"22/10/2024 15:00:00 - 16:00:00","45587.5833333333","10 %","10.0000","6,40 Go","6875452757.3333","0 %","0.0000","100 %","0000010000"
"22/10/2024 16:00:00 - 17:00:00","45587.6250000000","10 %","9.8333","6,41 Go","6886066858.6667","0 %","0.0000","100 %","0000010000"
"22/10/2024 17:00:00 - 18:00:00","45587.6666666667","10 %","10.0000","6,52 Go","7001072298.6667","0 %","0.0000","100 %","0000010000"
"22/10/2024 18:00:00 - 19:00:00","45587.7083333333","10 %","10.0000","6,54 Go","7026453162.6667","0 %","0.0000","100 %","0000010000"
"22/10/2024 19:00:00 - 20:00:00","45587.7500000000","10 %","10.0000","6,55 Go","7031803904.0000","0 %","0.0000","100 %","0000010000"
"22/10/2024 20:00:00 - 21:00:00","45587.7916666667","10 %","10.0000","6,54 Go","7017780565.3333","0 %","0.0000","100 %","0000010000"
"22/10/2024 21:00:00 - 22:00:00","45587.8333333333","10 %","10.0000","6,55 Go","7028703232.0000","0 %","0.0000","100 %","0000010000"
"22/10/2024 22:00:00 - 23:00:00","45587.8750000000","10 %","10.0000","6,54 Go","7017867946.6667","0 %","0.0000","100 %","0000010000"
"22/10/2024 23:00:00 - 00:00:00","45587.9166666667","10 %","10.0000","6,54 Go","7017266517.3333","0 %","0.0000","100 %","0000010000"
"23/10/2024 00:00:00 - 01:00:00","45587.9583333333","10 %","10.0000","6,54 Go","7020653909.3333","0 %","0.0000","100 %","0000010000"
"23/10/2024 01:00:00 - 02:00:00","45588.0000000000","10 %","10.0000","6,43 Go","6903325354.6667","0 %","0.0000","100 %","0000010000"
"23/10/2024 02:00:00 - 03:00:00","45588.0416666667","10 %","10.0000","6,47 Go","6950281216.0000","0 %","0.0000","100 %","0000010000"
"23/10/2024 03:00:00 - 04:00:00","45588.0833333333","10 %","10.0000","6,49 Go","6967231146.6667","0 %","0.0000","100 %","0000010000"
"23/10/2024 04:00:00 - 05:00:00","45588.1250000000","10 %","10.0000","6,51 Go","6990265685.3333","0 %","0.0000","100 %","0000010000"
"23/10/2024 05:00:00 - 06:00:00","45588.1666666667","10 %","10.0000","6,48 Go","6954419541.3333","0 %","0.0000","100 %","0000010000"
"23/10/2024 06:00:00 - 07:00:00","45588.2083333333","10 %","10.0000","6,50 Go","6978949120.0000","0 %","0.0000","100 %","0000010000"
"23/10/2024 07:00:00 - 08:00:00","45588.2500000000","10 %","10.0000","6,48 Go","6961594368.0000","0 %","0.0000","100 %","0000010000"
"23/10/2024 08:00:00 - 09:00:00","45588.2916666667","10 %","10.0000","6,51 Go","6986316458.6667","0 %","0.0000","100 %","0000010000"
"23/10/2024 09:00:00 - 10:00:00","45588.3333333333","10 %","10.0000","6,53 Go","7006537045.3333","0 %","0.0000","100 %","0000010000"
"23/10/2024 10:00:00 - 11:00:00","45588.3750000000","10 %","10.0000","6,52 Go","7001494869.3333","0 %","0.0000","100 %","0000010000"
"23/10/2024 11:00:00 - 12:00:00","45588.4166666667","10 %","10.0000","6,48 Go","6955323392.0000","0 %","0.0000","100 %","0000010000"
"23/10/2024 12:00:00 - 13:00:00","45588.4583333333","10 %","10.0000","6,50 Go","6980616192.0000","0 %","0.0000","100 %","0000010000"
"23/10/2024 13:00:00 - 14:00:00","45588.5000000000","10 %","10.0000","6,54 Go","7021912064.0000","0 %","0.0000","100 %","0000010000"
"23/10/2024 14:00:00 - 15:00:00","45588.5416666667","10 %","10.0000","6,52 Go","7000659285.3333","0 %","0.0000","100 %","0000010000"
"23/10/2024 15:00:00 - 16:00:00","45588.5833333333","10 %","10.0000","6,48 Go","6955634688.0000","0 %","0.0000","100 %","0000010000"
"23/10/2024 16:00:00 - 17:00:00","45588.6250000000","10 %","10.0000","6,47 Go","6944901120.0000","0 %","0.0000","100 %","0000010000"
"23/10/2024 17:00:00 - 18:00:00","45588.6666666667","10 %","10.0000","6,49 Go","6969625941.3333","0 %","0.0000","100 %","0000010000"
"23/10/2024 18:00:00 - 19:00:00","45588.7083333333","10 %","10.0000","6,50 Go","6975243605.3333","0 %","0.0000","100 %","0000010000"
"23/10/2024 19:00:00 - 20:00:00","45588.7500000000","10 %","10.0000","6,51 Go","6989248512.0000","0 %","0.0000","100 %","0000010000"
"23/10/2024 20:00:00 - 21:00:00","45588.7916666667","10 %","10.0000","6,50 Go","6974843562.6667","0 %","0.0000","100 %","0000010000"
"23/10/2024 21:00:00 - 22:00:00","45588.8333333333","10 %","10.0000","6,47 Go","6942113109.3333","0 %","0.0000","100 %","0000010000"
"23/10/2024 22:00:00 - 23:00:00","45588.8750000000","10 %","10.0000","6,49 Go","6970532522.6667","0 %","0.0000","100 %","0000010000"
"23/10/2024 23:00:00 - 00:00:00","45588.9166666667","10 %","10.0000","6,47 Go","6950509909.3333","0 %","0.0000","100 %","0000010000"
"24/10/2024 00:00:00 - 01:00:00","45588.9583333333","10 %","10.0000","6,47 Go","6951774208.0000","0 %","0.0000","100 %","0000010000"
"24/10/2024 01:00:00 - 02:00:00","45589.0000000000","10 %","10.0000","6,44 Go","6911519402.6667","0 %","0.0000","100 %","0000010000"
"24/10/2024 02:00:00 - 03:00:00","45589.0416666667","10 %","10.0000","6,48 Go","6954156714.6667","0 %","0.0000","100 %","0000010000"
"24/10/2024 03:00:00 - 04:00:00","45589.0833333333","10 %","10.0000","6,51 Go","6987464021.3333","0 %","0.0000","100 %","0000010000"
"24/10/2024 04:00:00 - 05:00:00","45589.1250000000","10 %","10.0000","6,54 Go","7019976704.0000","0 %","0.0000","100 %","0000010000"
"24/10/2024 05:00:00 - 06:00:00","45589.1666666667","10 %","10.0000","6,48 Go","6953187328.0000","0 %","0.0000","100 %","0000010000"
"24/10/2024 06:00:00 - 07:00:00","45589.2083333333","10 %","10.0000","6,49 Go","6967526058.6667","0 %","0.0000","100 %","0000010000"
"24/10/2024 07:00:00 - 08:00:00","45589.2500000000","10 %","10.0000","6,49 Go","6967128746.6667","0 %","0.0000","100 %","0000010000"
"24/10/2024 08:00:00 - 09:00:00","45589.2916666667","10 %","10.0000","6,48 Go","6960185344.0000","0 %","0.0000","100 %","0000010000"
"24/10/2024 09:00:00 - 10:00:00","45589.3333333333","10 %","10.0000","6,49 Go","6973665962.6667","0 %","0.0000","100 %","0000010000"
"24/10/2024 10:00:00 - 11:00:00","45589.3750000000","10 %","10.0000","6,49 Go","6966771029.3333","0 %","0.0000","100 %","0000010000"
"24/10/2024 11:00:00 - 12:00:00","45589.4166666667","10 %","10.0000","6,41 Go","6886411605.3333","0 %","0.0000","100 %","0000010000"
"24/10/2024 12:00:00 - 13:00:00","45589.4583333333","10 %","10.0000","6,51 Go","6988633429.3333","0 %","0.0000","100 %","0000010000"
"24/10/2024 13:00:00 - 14:00:00","45589.5000000000","10 %","10.0000","6,51 Go","6987915264.0000","0 %","0.0000","100 %","0000010000"
