"Date et heure","Date et heure(RAW)","Mémoire disponible (%)","Mémoire disponible (%)(RAW)","Mémoire disponible","Mémoire disponible(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"03/11/2024 06:00:00 - 07:00:00","45599.2500000000","10 %","10.0000","6,18 Go","6631467690.6667","0 %","0.0000","100 %","0000010000"
"03/11/2024 07:00:00 - 08:00:00","45599.2916666667","10 %","10.0000","6,17 Go","6626106026.6667","0 %","0.0000","100 %","0000010000"
"03/11/2024 08:00:00 - 09:00:00","45599.3333333333","10 %","10.0000","6,18 Go","6630913365.3333","0 %","0.0000","100 %","0000010000"
"03/11/2024 09:00:00 - 10:00:00","45599.3750000000","10 %","10.0000","6,17 Go","6624344746.6667","0 %","0.0000","100 %","0000010000"
"03/11/2024 10:00:00 - 11:00:00","45599.4166666667","10 %","10.0000","6,16 Go","6610147328.0000","0 %","0.0000","100 %","0000010000"
"03/11/2024 11:00:00 - 12:00:00","45599.4583333333","10 %","10.0000","6,16 Go","6618030762.6667","0 %","0.0000","100 %","0000010000"
"03/11/2024 12:00:00 - 13:00:00","45599.5000000000","10 %","10.0000","6,15 Go","6601321130.6667","0 %","0.0000","100 %","0000010000"
"03/11/2024 13:00:00 - 14:00:00","45599.5416666667","10 %","10.0000","6,16 Go","6617290069.3333","0 %","0.0000","100 %","0000010000"
"03/11/2024 14:00:00 - 15:00:00","45599.5833333333","10 %","10.0000","6,19 Go","6648957610.6667","0 %","0.0000","100 %","0000010000"
"03/11/2024 15:00:00 - 16:00:00","45599.6250000000","10 %","10.0000","6,20 Go","6661582848.0000","0 %","0.0000","100 %","0000010000"
"03/11/2024 16:00:00 - 17:00:00","45599.6666666667","10 %","10.0000","6,21 Go","6663527765.3333","0 %","0.0000","100 %","0000010000"
"03/11/2024 17:00:00 - 18:00:00","45599.7083333333","10 %","10.0000","6,20 Go","6658173610.6667","0 %","0.0000","100 %","0000010000"
"03/11/2024 18:00:00 - 19:00:00","45599.7500000000","10 %","10.0000","6,17 Go","6621258410.6667","0 %","0.0000","100 %","0000010000"
"03/11/2024 19:00:00 - 20:00:00","45599.7916666667","10 %","10.0000","6,17 Go","6627807914.6667","0 %","0.0000","100 %","0000010000"
"03/11/2024 20:00:00 - 21:00:00","45599.8333333333","10 %","10.0000","6,16 Go","6619222698.6667","0 %","0.0000","100 %","0000010000"
"03/11/2024 21:00:00 - 22:00:00","45599.8750000000","10 %","10.0000","6,18 Go","6632714922.6667","0 %","0.0000","100 %","0000010000"
"03/11/2024 22:00:00 - 23:00:00","45599.9166666667","10 %","10.0000","6,18 Go","6639724544.0000","0 %","0.0000","100 %","0000010000"
"03/11/2024 23:00:00 - 00:00:00","45599.9583333333","10 %","10.0000","6,19 Go","6643754325.3333","0 %","0.0000","100 %","0000010000"
"04/11/2024 00:00:00 - 01:00:00","45600.0000000000","10 %","10.0000","6,16 Go","6612036266.6667","0 %","0.0000","100 %","0000010000"
"04/11/2024 01:00:00 - 02:00:00","45600.0416666667","10 %","10.0000","6,19 Go","6642188288.0000","0 %","0.0000","100 %","0000010000"
"04/11/2024 02:00:00 - 03:00:00","45600.0833333333","10 %","10.0000","6,19 Go","6649972736.0000","0 %","0.0000","100 %","0000010000"
"04/11/2024 03:00:00 - 04:00:00","45600.1250000000","10 %","10.0000","6,16 Go","6609129472.0000","0 %","0.0000","100 %","0000010000"
"04/11/2024 04:00:00 - 05:00:00","45600.1666666667","10 %","10.0000","6,14 Go","6592511317.3333","0 %","0.0000","100 %","0000010000"
"04/11/2024 05:00:00 - 06:00:00","45600.2083333333","10 %","9.6667","6,10 Go","6546477738.6667","0 %","0.0000","100 %","0000010000"
"04/11/2024 06:00:00 - 07:00:00","45600.2500000000","10 %","10.0000","6,11 Go","6564366336.0000","0 %","0.0000","100 %","0000010000"
"04/11/2024 07:00:00 - 08:00:00","45600.2916666667","10 %","10.0000","6,11 Go","6564815530.6667","0 %","0.0000","100 %","0000010000"
"04/11/2024 08:00:00 - 09:00:00","45600.3333333333","10 %","10.0000","6,13 Go","6580045141.3333","0 %","0.0000","100 %","0000010000"
"04/11/2024 09:00:00 - 10:00:00","45600.3750000000","10 %","10.0000","6,13 Go","6587163306.6667","0 %","0.0000","100 %","0000010000"
"04/11/2024 10:00:00 - 11:00:00","45600.4166666667","10 %","10.0000","6,14 Go","6590045525.3333","0 %","0.0000","100 %","0000010000"
"04/11/2024 11:00:00 - 12:00:00","45600.4583333333","10 %","10.0000","6,13 Go","6583644842.6667","0 %","0.0000","100 %","0000010000"
"04/11/2024 12:00:00 - 13:00:00","45600.5000000000","10 %","9.8333","6,12 Go","6575704746.6667","0 %","0.0000","100 %","0000010000"
"04/11/2024 13:00:00 - 14:00:00","45600.5416666667","10 %","10.0000","6,14 Go","6591186944.0000","0 %","0.0000","100 %","0000010000"
"04/11/2024 14:00:00 - 15:00:00","45600.5833333333","10 %","10.0000","6,16 Go","6610843648.0000","0 %","0.0000","100 %","0000010000"
"04/11/2024 15:00:00 - 16:00:00","45600.6250000000","10 %","10.0000","6,13 Go","6582998016.0000","0 %","0.0000","100 %","0000010000"
"04/11/2024 16:00:00 - 17:00:00","45600.6666666667","10 %","10.0000","6,13 Go","6580788565.3333","0 %","0.0000","100 %","0000010000"
"04/11/2024 17:00:00 - 18:00:00","45600.7083333333","10 %","10.0000","6,12 Go","6568172885.3333","0 %","0.0000","100 %","0000010000"
"04/11/2024 18:00:00 - 19:00:00","45600.7500000000","10 %","10.0000","6,11 Go","6560473088.0000","0 %","0.0000","100 %","0000010000"
"04/11/2024 19:00:00 - 20:00:00","45600.7916666667","10 %","10.0000","6,15 Go","6599170048.0000","0 %","0.0000","100 %","0000010000"
"04/11/2024 20:00:00 - 21:00:00","45600.8333333333","10 %","10.0000","6,14 Go","6588953258.6667","0 %","0.0000","100 %","0000010000"
"04/11/2024 21:00:00 - 22:00:00","45600.8750000000","10 %","10.0000","6,13 Go","6586718890.6667","0 %","0.0000","100 %","0000010000"
"04/11/2024 22:00:00 - 23:00:00","45600.9166666667","10 %","10.0000","6,13 Go","6585440938.6667","0 %","0.0000","100 %","0000010000"
"04/11/2024 23:00:00 - 00:00:00","45600.9583333333","10 %","9.8333","6,11 Go","6565190997.3333","0 %","0.0000","100 %","0000010000"
"05/11/2024 00:00:00 - 01:00:00","45601.0000000000","10 %","10.0000","6,10 Go","6552592384.0000","0 %","0.0000","100 %","0000010000"
"05/11/2024 01:00:00 - 02:00:00","45601.0416666667","10 %","9.8333","6,11 Go","6560340650.6667","0 %","0.0000","100 %","0000010000"
"05/11/2024 02:00:00 - 03:00:00","45601.0833333333","10 %","10.0000","6,13 Go","6578072234.6667","0 %","0.0000","100 %","0000010000"
"05/11/2024 03:00:00 - 04:00:00","45601.1250000000","10 %","10.0000","6,12 Go","6571341141.3333","0 %","0.0000","100 %","0000010000"
"05/11/2024 04:00:00 - 05:00:00","45601.1666666667","10 %","10.0000","6,11 Go","6564753408.0000","0 %","0.0000","100 %","0000010000"
"05/11/2024 05:00:00 - 06:00:00","45601.2083333333","9 %","9.0000","6,06 Go","6503315456.0000","0 %","0.0000","100 %","0000010000"
"05/11/2024 06:00:00 - 07:00:00","45601.2500000000","9 %","9.0000","6,06 Go","6503791274.6667","0 %","0.0000","100 %","0000010000"
"05/11/2024 07:00:00 - 08:00:00","45601.2916666667","9 %","9.1667","6,06 Go","6506437290.6667","0 %","0.0000","100 %","0000010000"
"05/11/2024 08:00:00 - 09:00:00","45601.3333333333","9 %","9.1667","6,06 Go","6502189738.6667","0 %","0.0000","100 %","0000010000"
"05/11/2024 09:00:00 - 10:00:00","45601.3750000000","9 %","9.1667","6,07 Go","6516858197.3333","0 %","0.0000","100 %","0000010000"
"05/11/2024 10:00:00 - 11:00:00","45601.4166666667","10 %","9.5000","6,08 Go","6523549013.3333","0 %","0.0000","100 %","0000010000"
"05/11/2024 11:00:00 - 12:00:00","45601.4583333333","9 %","9.3333","6,08 Go","6524811946.6667","0 %","0.0000","100 %","0000010000"
"05/11/2024 12:00:00 - 13:00:00","45601.5000000000","10 %","9.5000","6,06 Go","6510237013.3333","0 %","0.0000","100 %","0000010000"
"05/11/2024 13:00:00 - 14:00:00","45601.5416666667","9 %","9.0000","6,06 Go","6502615722.6667","0 %","0.0000","100 %","0000010000"
"05/11/2024 14:00:00 - 15:00:00","45601.5833333333","10 %","9.8333","6,10 Go","6553163093.3333","0 %","0.0000","100 %","0000010000"
"05/11/2024 15:00:00 - 16:00:00","45601.6250000000","10 %","10.0000","6,11 Go","6563908949.3333","0 %","0.0000","100 %","0000010000"
"05/11/2024 16:00:00 - 17:00:00","45601.6666666667","10 %","9.8333","6,10 Go","6545421653.3333","0 %","0.0000","100 %","0000010000"
"05/11/2024 17:00:00 - 18:00:00","45601.7083333333","10 %","10.0000","6,10 Go","6549769557.3333","0 %","0.0000","100 %","0000010000"
"05/11/2024 18:00:00 - 19:00:00","45601.7500000000","10 %","10.0000","6,09 Go","6541547520.0000","0 %","0.0000","100 %","0000010000"
"05/11/2024 19:00:00 - 20:00:00","45601.7916666667","10 %","10.0000","6,10 Go","6552164352.0000","0 %","0.0000","100 %","0000010000"
"05/11/2024 20:00:00 - 21:00:00","45601.8333333333","10 %","10.0000","6,12 Go","6571070122.6667","0 %","0.0000","100 %","0000010000"
"05/11/2024 21:00:00 - 22:00:00","45601.8750000000","10 %","10.0000","6,11 Go","6565152768.0000","0 %","0.0000","100 %","0000010000"
"05/11/2024 22:00:00 - 23:00:00","45601.9166666667","10 %","10.0000","6,10 Go","6551567018.6667","0 %","0.0000","100 %","0000010000"
"05/11/2024 23:00:00 - 00:00:00","45601.9583333333","10 %","9.8333","6,11 Go","6555427498.6667","0 %","0.0000","100 %","0000010000"
"06/11/2024 00:00:00 - 01:00:00","45602.0000000000","10 %","10.0000","6,11 Go","6558252373.3333","0 %","0.0000","100 %","0000010000"
"06/11/2024 01:00:00 - 02:00:00","45602.0416666667","10 %","10.0000","6,11 Go","6557046101.3333","0 %","0.0000","100 %","0000010000"
"06/11/2024 02:00:00 - 03:00:00","45602.0833333333","10 %","9.6667","6,09 Go","6542617941.3333","0 %","0.0000","100 %","0000010000"
"06/11/2024 03:00:00 - 04:00:00","45602.1250000000","10 %","10.0000","6,11 Go","6555567445.3333","0 %","0.0000","100 %","0000010000"
"06/11/2024 04:00:00 - 05:00:00","45602.1666666667","9 %","9.1667","6,06 Go","6510706005.3333","0 %","0.0000","100 %","0000010000"
"06/11/2024 05:00:00 - 06:00:00","45602.2083333333","9 %","9.0000","6,04 Go","6485800277.3333","0 %","0.0000","100 %","0000010000"
"06/11/2024 06:00:00 - 07:00:00","45602.2500000000","9 %","9.0000","6,05 Go","6492724565.3333","0 %","0.0000","100 %","0000010000"
"06/11/2024 07:00:00 - 08:00:00","45602.2916666667","9 %","9.0000","5,91 Go","6343249920.0000","0 %","0.0000","100 %","0000010000"
"06/11/2024 08:00:00 - 09:00:00","45602.3333333333","9 %","9.0000","5,91 Go","6344488960.0000","0 %","0.0000","100 %","0000010000"
"06/11/2024 09:00:00 - 10:00:00","45602.3750000000","9 %","9.0000","5,92 Go","6359186773.3333","0 %","0.0000","100 %","0000010000"
"06/11/2024 10:00:00 - 11:00:00","45602.4166666667","9 %","9.0000","5,93 Go","6364317013.3333","0 %","0.0000","100 %","0000010000"
"06/11/2024 11:00:00 - 12:00:00","45602.4583333333","9 %","9.0000","5,92 Go","6352630442.6667","0 %","0.0000","100 %","0000010000"
"06/11/2024 12:00:00 - 13:00:00","45602.5000000000","9 %","9.0000","5,91 Go","6350835712.0000","0 %","0.0000","100 %","0000010000"
"06/11/2024 13:00:00 - 14:00:00","45602.5416666667","9 %","9.0000","5,93 Go","6365060437.3333","0 %","0.0000","100 %","0000010000"
"06/11/2024 14:00:00 - 15:00:00","45602.5833333333","9 %","9.0000","5,93 Go","6371400362.6667","0 %","0.0000","100 %","0000010000"
"06/11/2024 15:00:00 - 16:00:00","45602.6250000000","9 %","9.0000","5,95 Go","6388288170.6667","0 %","0.0000","100 %","0000010000"
"06/11/2024 16:00:00 - 17:00:00","45602.6666666667","9 %","9.0000","5,95 Go","6392317269.3333","0 %","0.0000","100 %","0000010000"
"06/11/2024 17:00:00 - 18:00:00","45602.7083333333","9 %","9.0000","5,95 Go","6392320000.0000","0 %","0.0000","100 %","0000010000"
"06/11/2024 18:00:00 - 19:00:00","45602.7500000000","9 %","9.0000","5,96 Go","6399195136.0000","0 %","0.0000","100 %","0000010000"
"06/11/2024 19:00:00 - 20:00:00","45602.7916666667","9 %","9.0000","5,98 Go","6421274624.0000","0 %","0.0000","100 %","0000010000"
"06/11/2024 20:00:00 - 21:00:00","45602.8333333333","9 %","9.0000","5,97 Go","6411109034.6667","0 %","0.0000","100 %","0000010000"
"06/11/2024 21:00:00 - 22:00:00","45602.8750000000","9 %","9.0000","5,97 Go","6414739456.0000","0 %","0.0000","100 %","0000010000"
"06/11/2024 22:00:00 - 23:00:00","45602.9166666667","9 %","9.0000","5,96 Go","6401364650.6667","0 %","0.0000","100 %","0000010000"
"06/11/2024 23:00:00 - 00:00:00","45602.9583333333","9 %","9.0000","5,95 Go","6391001088.0000","0 %","0.0000","100 %","0000010000"
"07/11/2024 00:00:00 - 01:00:00","45603.0000000000","9 %","9.0000","5,94 Go","6379502250.6667","0 %","0.0000","100 %","0000010000"
"07/11/2024 01:00:00 - 02:00:00","45603.0416666667","9 %","9.0000","5,95 Go","6392540501.3333","0 %","0.0000","100 %","0000010000"
"07/11/2024 02:00:00 - 03:00:00","45603.0833333333","9 %","9.3333","6,05 Go","6495825237.3333","0 %","0.0000","100 %","0000010000"
"07/11/2024 03:00:00 - 04:00:00","45603.1250000000","9 %","9.0000","6,05 Go","6496385706.6667","0 %","0.0000","100 %","0000010000"
"07/11/2024 04:00:00 - 05:00:00","45603.1666666667","9 %","9.0000","6,03 Go","6473751893.3333","0 %","0.0000","100 %","0000010000"
"07/11/2024 05:00:00 - 06:00:00","45603.2083333333","9 %","9.0000","5,99 Go","6434955264.0000","0 %","0.0000","100 %","0000010000"
"07/11/2024 06:00:00 - 07:00:00","45603.2500000000","9 %","9.0000","6 Go","6445393237.3333","0 %","0.0000","100 %","0000010000"
"07/11/2024 07:00:00 - 08:00:00","45603.2916666667","9 %","9.0000","6,02 Go","6463567189.3333","0 %","0.0000","100 %","0000010000"
"07/11/2024 08:00:00 - 09:00:00","45603.3333333333","9 %","9.0000","6,01 Go","6452501845.3333","0 %","0.0000","100 %","0000010000"
"07/11/2024 09:00:00 - 10:00:00","45603.3750000000","9 %","9.0000","6 Go","6445337941.3333","0 %","0.0000","100 %","0000010000"
"07/11/2024 10:00:00 - 11:00:00","45603.4166666667","9 %","9.0000","6,03 Go","6469941930.6667","0 %","0.0000","100 %","0000010000"
"07/11/2024 11:00:00 - 12:00:00","45603.4583333333","9 %","9.0000","6,02 Go","6463361024.0000","0 %","0.0000","100 %","0000010000"
"07/11/2024 12:00:00 - 13:00:00","45603.5000000000","9 %","9.0000","6 Go","6444373333.3333","0 %","0.0000","100 %","0000010000"
"07/11/2024 13:00:00 - 14:00:00","45603.5416666667","9 %","9.0000","6 Go","6446977706.6667","0 %","0.0000","100 %","0000010000"
"07/11/2024 14:00:00 - 15:00:00","45603.5833333333","9 %","9.0000","6,02 Go","6462394368.0000","0 %","0.0000","100 %","0000010000"
"07/11/2024 15:00:00 - 16:00:00","45603.6250000000","9 %","9.0000","6,02 Go","6465011712.0000","0 %","0.0000","100 %","0000010000"
"07/11/2024 16:00:00 - 17:00:00","45603.6666666667","9 %","9.0000","6 Go","6445676251.4286","0 %","0.0000","100 %","0000010000"
"07/11/2024 17:00:00 - 18:00:00","45603.7083333333","9 %","9.0000","5,88 Go","6316522154.6667","0 %","0.0000","100 %","0000010000"
"07/11/2024 18:00:00 - 19:00:00","45603.7500000000","9 %","9.0000","5,97 Go","6411464021.3333","0 %","0.0000","100 %","0000010000"
"07/11/2024 19:00:00 - 20:00:00","45603.7916666667","9 %","9.0000","6 Go","6445619882.6667","0 %","0.0000","100 %","0000010000"
"07/11/2024 20:00:00 - 21:00:00","45603.8333333333","9 %","9.0000","6,01 Go","6455225685.3333","0 %","0.0000","100 %","0000010000"
"07/11/2024 21:00:00 - 22:00:00","45603.8750000000","9 %","9.0000","5,98 Go","6423136938.6667","0 %","0.0000","100 %","0000010000"
"07/11/2024 22:00:00 - 23:00:00","45603.9166666667","9 %","9.0000","5,99 Go","6433368064.0000","0 %","0.0000","100 %","0000010000"
"07/11/2024 23:00:00 - 00:00:00","45603.9583333333","9 %","9.0000","5,97 Go","6415437141.3333","0 %","0.0000","100 %","0000010000"
"08/11/2024 00:00:00 - 01:00:00","45604.0000000000","9 %","9.0000","5,96 Go","6398235989.3333","0 %","0.0000","100 %","0000010000"
"08/11/2024 01:00:00 - 02:00:00","45604.0416666667","9 %","9.0000","5,90 Go","6337578325.3333","0 %","0.0000","100 %","0000010000"
"08/11/2024 02:00:00 - 03:00:00","45604.0833333333","9 %","9.0000","5,97 Go","6407652010.6667","0 %","0.0000","100 %","0000010000"
"08/11/2024 03:00:00 - 04:00:00","45604.1250000000","9 %","9.0000","5,98 Go","6423552682.6667","0 %","0.0000","100 %","0000010000"
"08/11/2024 04:00:00 - 05:00:00","45604.1666666667","9 %","9.0000","5,98 Go","6418047658.6667","0 %","0.0000","100 %","0000010000"
"08/11/2024 05:00:00 - 06:00:00","45604.2083333333","9 %","9.0000","5,92 Go","6358304768.0000","0 %","0.0000","100 %","0000010000"
"08/11/2024 06:00:00 - 07:00:00","45604.2500000000","9 %","9.0000","5,94 Go","6382703274.6667","0 %","0.0000","100 %","0000010000"
"08/11/2024 07:00:00 - 08:00:00","45604.2916666667","9 %","9.0000","5,93 Go","6364869973.3333","0 %","0.0000","100 %","0000010000"
"08/11/2024 08:00:00 - 09:00:00","45604.3333333333","9 %","9.0000","5,92 Go","6359162880.0000","0 %","0.0000","100 %","0000010000"
"08/11/2024 09:00:00 - 10:00:00","45604.3750000000","9 %","9.0000","5,94 Go","6375637674.6667","0 %","0.0000","100 %","0000010000"
"08/11/2024 10:00:00 - 11:00:00","45604.4166666667","9 %","9.0000","5,93 Go","6363835050.6667","0 %","0.0000","100 %","0000010000"
"08/11/2024 11:00:00 - 12:00:00","45604.4583333333","9 %","9.0000","5,93 Go","6371734869.3333","0 %","0.0000","100 %","0000010000"
"08/11/2024 12:00:00 - 13:00:00","45604.5000000000","9 %","9.0000","5,90 Go","6338585941.3333","0 %","0.0000","100 %","0000010000"
"08/11/2024 13:00:00 - 14:00:00","45604.5416666667","9 %","9.0000","5,93 Go","6370454186.6667","0 %","0.0000","100 %","0000010000"
"08/11/2024 14:00:00 - 15:00:00","45604.5833333333","9 %","9.0000","5,93 Go","6369805653.3333","0 %","0.0000","100 %","0000010000"
"08/11/2024 15:00:00 - 16:00:00","45604.6250000000","9 %","9.0000","5,97 Go","6406245034.6667","0 %","0.0000","100 %","0000010000"
"08/11/2024 16:00:00 - 17:00:00","45604.6666666667","9 %","9.0000","5,96 Go","6398824448.0000","0 %","0.0000","100 %","0000010000"
"08/11/2024 17:00:00 - 18:00:00","45604.7083333333","9 %","9.0000","5,96 Go","6395318272.0000","0 %","0.0000","100 %","0000010000"
"08/11/2024 18:00:00 - 19:00:00","45604.7500000000","9 %","9.0000","5,97 Go","6412133034.6667","0 %","0.0000","100 %","0000010000"
"08/11/2024 19:00:00 - 20:00:00","45604.7916666667","9 %","9.0000","5,95 Go","6384462506.6667","0 %","0.0000","100 %","0000010000"
"08/11/2024 20:00:00 - 21:00:00","45604.8333333333","9 %","9.0000","5,95 Go","6389285546.6667","0 %","0.0000","100 %","0000010000"
"08/11/2024 21:00:00 - 22:00:00","45604.8750000000","9 %","9.0000","5,95 Go","6392165034.6667","0 %","0.0000","100 %","0000010000"
"08/11/2024 22:00:00 - 23:00:00","45604.9166666667","9 %","9.0000","5,96 Go","6396503381.3333","0 %","0.0000","100 %","0000010000"
"08/11/2024 23:00:00 - 00:00:00","45604.9583333333","9 %","9.0000","5,95 Go","6392599210.6667","0 %","0.0000","100 %","0000010000"
"09/11/2024 00:00:00 - 01:00:00","45605.0000000000","9 %","9.0000","5,92 Go","6359883776.0000","0 %","0.0000","100 %","0000010000"
"09/11/2024 01:00:00 - 02:00:00","45605.0416666667","9 %","9.0000","5,94 Go","6375105877.3333","0 %","0.0000","100 %","0000010000"
"09/11/2024 02:00:00 - 03:00:00","45605.0833333333","9 %","9.0000","5,99 Go","6430811477.3333","0 %","0.0000","100 %","0000010000"
"09/11/2024 03:00:00 - 04:00:00","45605.1250000000","9 %","9.0000","5,98 Go","6423013376.0000","0 %","0.0000","100 %","0000010000"
"09/11/2024 04:00:00 - 05:00:00","45605.1666666667","9 %","9.0000","5,93 Go","6366560256.0000","0 %","0.0000","100 %","0000010000"
"09/11/2024 05:00:00 - 06:00:00","45605.2083333333","9 %","9.0000","5,92 Go","6353410048.0000","0 %","0.0000","100 %","0000010000"
"09/11/2024 06:00:00 - 07:00:00","45605.2500000000","9 %","9.0000","5,92 Go","6358801749.3333","0 %","0.0000","100 %","0000010000"
"09/11/2024 07:00:00 - 08:00:00","45605.2916666667","9 %","9.0000","5,94 Go","6378435925.3333","0 %","0.0000","100 %","0000010000"
"09/11/2024 08:00:00 - 09:00:00","45605.3333333333","9 %","9.0000","5,94 Go","6378226346.6667","0 %","0.0000","100 %","0000010000"
"09/11/2024 09:00:00 - 10:00:00","45605.3750000000","9 %","9.0000","5,94 Go","6378366293.3333","0 %","0.0000","100 %","0000010000"
"09/11/2024 10:00:00 - 11:00:00","45605.4166666667","9 %","9.0000","5,95 Go","6384572416.0000","0 %","0.0000","100 %","0000010000"
"09/11/2024 11:00:00 - 12:00:00","45605.4583333333","9 %","9.0000","5,95 Go","6391383381.3333","0 %","0.0000","100 %","0000010000"
"09/11/2024 12:00:00 - 13:00:00","45605.5000000000","9 %","9.0000","5,92 Go","6351338154.6667","0 %","0.0000","100 %","0000010000"
"09/11/2024 13:00:00 - 14:00:00","45605.5416666667","9 %","9.0000","5,95 Go","6387185664.0000","0 %","0.0000","100 %","0000010000"
"09/11/2024 14:00:00 - 15:00:00","45605.5833333333","9 %","9.0000","5,99 Go","6436439381.3333","0 %","0.0000","100 %","0000010000"
"09/11/2024 15:00:00 - 16:00:00","45605.6250000000","9 %","9.0000","5,99 Go","6434429610.6667","0 %","0.0000","100 %","0000010000"
"09/11/2024 16:00:00 - 17:00:00","45605.6666666667","9 %","9.0000","5,98 Go","6423752704.0000","0 %","0.0000","100 %","0000010000"
"09/11/2024 17:00:00 - 18:00:00","45605.7083333333","9 %","9.0000","5,99 Go","6433064960.0000","0 %","0.0000","100 %","0000010000"
"09/11/2024 18:00:00 - 19:00:00","45605.7500000000","9 %","9.0000","5,97 Go","6413656064.0000","0 %","0.0000","100 %","0000010000"
"09/11/2024 19:00:00 - 20:00:00","45605.7916666667","9 %","9.0000","5,96 Go","6402925226.6667","0 %","0.0000","100 %","0000010000"
"09/11/2024 20:00:00 - 21:00:00","45605.8333333333","9 %","9.0000","5,95 Go","6393370624.0000","0 %","0.0000","100 %","0000010000"
"09/11/2024 21:00:00 - 22:00:00","45605.8750000000","9 %","9.0000","5,95 Go","6385428480.0000","0 %","0.0000","100 %","0000010000"
"09/11/2024 22:00:00 - 23:00:00","45605.9166666667","9 %","9.0000","5,95 Go","6390424234.6667","0 %","0.0000","100 %","0000010000"
"09/11/2024 23:00:00 - 00:00:00","45605.9583333333","9 %","9.0000","5,95 Go","6390084266.6667","0 %","0.0000","100 %","0000010000"
"10/11/2024 00:00:00 - 01:00:00","45606.0000000000","9 %","9.0000","5,92 Go","6351592789.3333","0 %","0.0000","100 %","0000010000"
"10/11/2024 01:00:00 - 02:00:00","45606.0416666667","9 %","9.0000","5,96 Go","6399772672.0000","0 %","0.0000","100 %","0000010000"
"10/11/2024 02:00:00 - 03:00:00","45606.0833333333","9 %","9.1667","6,05 Go","6497218560.0000","0 %","0.0000","100 %","0000010000"
"10/11/2024 03:00:00 - 04:00:00","45606.1250000000","9 %","9.0000","6,05 Go","6492979882.6667","0 %","0.0000","100 %","0000010000"
"10/11/2024 04:00:00 - 05:00:00","45606.1666666667","9 %","9.0000","5,99 Go","6428178432.0000","0 %","0.0000","100 %","0000010000"
"10/11/2024 05:00:00 - 06:00:00","45606.2083333333","9 %","9.0000","5,98 Go","6422011904.0000","0 %","0.0000","100 %","0000010000"
"10/11/2024 06:00:00 - 07:00:00","45606.2500000000","9 %","9.0000","5,98 Go","6418171221.3333","0 %","0.0000","100 %","0000010000"
"10/11/2024 07:00:00 - 08:00:00","45606.2916666667","9 %","9.0000","5,97 Go","6409994922.6667","0 %","0.0000","100 %","0000010000"
"10/11/2024 08:00:00 - 09:00:00","45606.3333333333","9 %","9.0000","5,96 Go","6398394368.0000","0 %","0.0000","100 %","0000010000"
"10/11/2024 09:00:00 - 10:00:00","45606.3750000000","9 %","9.0000","5,94 Go","6381383680.0000","0 %","0.0000","100 %","0000010000"
"10/11/2024 10:00:00 - 11:00:00","45606.4166666667","9 %","9.0000","5,94 Go","6373285205.3333","0 %","0.0000","100 %","0000010000"
"10/11/2024 11:00:00 - 12:00:00","45606.4583333333","9 %","9.0000","5,90 Go","6339929429.3333","0 %","0.0000","100 %","0000010000"
"10/11/2024 12:00:00 - 13:00:00","45606.5000000000","9 %","9.0000","5,91 Go","6347316565.3333","0 %","0.0000","100 %","0000010000"
"10/11/2024 13:00:00 - 14:00:00","45606.5416666667","9 %","9.0000","5,95 Go","6392578730.6667","0 %","0.0000","100 %","0000010000"
"10/11/2024 14:00:00 - 15:00:00","45606.5833333333","9 %","9.0000","5,97 Go","6407372800.0000","0 %","0.0000","100 %","0000010000"
"10/11/2024 15:00:00 - 16:00:00","45606.6250000000","9 %","9.0000","5,95 Go","6394052608.0000","0 %","0.0000","100 %","0000010000"
"10/11/2024 16:00:00 - 17:00:00","45606.6666666667","9 %","9.0000","5,96 Go","6401399466.6667","0 %","0.0000","100 %","0000010000"
"10/11/2024 17:00:00 - 18:00:00","45606.7083333333","9 %","9.0000","5,95 Go","6384054954.6667","0 %","0.0000","100 %","0000010000"
"10/11/2024 18:00:00 - 19:00:00","45606.7500000000","9 %","9.0000","5,94 Go","6377226922.6667","0 %","0.0000","100 %","0000010000"
"10/11/2024 19:00:00 - 20:00:00","45606.7916666667","9 %","9.0000","5,94 Go","6374757034.6667","0 %","0.0000","100 %","0000010000"
"10/11/2024 20:00:00 - 21:00:00","45606.8333333333","9 %","9.0000","5,93 Go","6363687594.6667","0 %","0.0000","100 %","0000010000"
"10/11/2024 21:00:00 - 22:00:00","45606.8750000000","9 %","9.0000","5,92 Go","6359325354.6667","0 %","0.0000","100 %","0000010000"
"10/11/2024 22:00:00 - 23:00:00","45606.9166666667","9 %","9.0000","5,94 Go","6379661994.6667","0 %","0.0000","100 %","0000010000"
"10/11/2024 23:00:00 - 00:00:00","45606.9583333333","9 %","9.0000","5,93 Go","6367389013.3333","0 %","0.0000","100 %","0000010000"
"11/11/2024 00:00:00 - 01:00:00","45607.0000000000","9 %","9.0000","5,87 Go","6303026517.3333","0 %","0.0000","100 %","0000010000"
"11/11/2024 01:00:00 - 02:00:00","45607.0416666667","9 %","9.0000","5,91 Go","6340532224.0000","0 %","0.0000","100 %","0000010000"
"11/11/2024 02:00:00 - 03:00:00","45607.0833333333","9 %","9.1667","6,04 Go","6483574784.0000","0 %","0.0000","100 %","0000010000"
"11/11/2024 03:00:00 - 04:00:00","45607.1250000000","9 %","9.0000","6,03 Go","6469408085.3333","0 %","0.0000","100 %","0000010000"
