"Date et heure","Date et heure(RAW)","Somme","Somme(RAW)","Processeur 1","Processeur 1(RAW)","Processeur 2","Processeur 2(RAW)","Processeur 3","Processeur 3(RAW)","Processeur 4","Processeur 4(RAW)","Processeur 5","Processeur 5(RAW)","Processeur 6","Processeur 6(RAW)","Processeur 7","Processeur 7(RAW)","Processeur 8","Processeur 8(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"28/09/2024 15:00:00 - 16:00:00","45563.5833333333","0,77 %","0.7667","","0.2667","","0.4833","3 %","2.9667","","0.7667","","0.5500","","0.4000","","0.9667","","0.3667","0 %","0.0000","100 %","0000010000"
"28/09/2024 16:00:00 - 17:00:00","45563.6250000000","1,05 %","1.0500","","0.3167","","0.9333","4 %","3.7500","2 %","1.5167","","0.8333","","0.3833","1 %","1.4500","","0.6167","0 %","0.0000","100 %","0000010000"
"28/09/2024 17:00:00 - 18:00:00","45563.6666666667","0,48 %","0.4833","","0.1167","","0.3333","2 %","1.9333","","0.6667","","0.4333","","0.5000","","0.5833","","0.4667","0 %","0.0000","100 %","0000010000"
"28/09/2024 18:00:00 - 19:00:00","45563.7083333333","0,57 %","0.5667","","0.2333","","0.3333","2 %","2.1833","","0.7167","","0.5500","","0.4667","","0.8333","","0.7000","0 %","0.0000","100 %","0000010000"
"28/09/2024 19:00:00 - 20:00:00","45563.7500000000","0,35 %","0.3500","","0.1333","","0.1000","1 %","1.4000","","0.6667","","0.6333","","0.5500","","0.2667","","0.4667","0 %","0.0000","100 %","0000010000"
"28/09/2024 20:00:00 - 21:00:00","45563.7916666667","0,62 %","0.6167","","0.2500","","0.4167","2 %","2.3333","","0.8167","","0.4667","","0.4167","","0.9000","","0.4167","0 %","0.0000","100 %","0000010000"
"28/09/2024 21:00:00 - 22:00:00","45563.8333333333","0,33 %","0.3333","","0.1167","","0.3667","1 %","1.4333","","0.5333","","0.5167","","0.5167","","0.2667","","0.3500","0 %","0.0000","100 %","0000010000"
"28/09/2024 22:00:00 - 23:00:00","45563.8750000000","0,82 %","0.8167","","0.2000","","0.7333","3 %","2.7500","","0.5667","1 %","1.0333","","0.5333","1 %","1.1667","1 %","1.0167","0 %","0.0000","100 %","0000010000"
"28/09/2024 23:00:00 - 00:00:00","45563.9166666667","24 %","23.9483","20 %","20.2586","26 %","25.6207","27 %","26.8448","21 %","21.1897","24 %","24.3103","24 %","24.2414","26 %","26.3276","23 %","22.8793","0 %","0.0000","100 %","0000010000"
"29/09/2024 00:00:00 - 01:00:00","45563.9583333333","22 %","22.0500","12 %","12.1000","29 %","28.7167","25 %","24.9500","14 %","13.6167","47 %","47.4333","16 %","16.1833","22 %","22.1000","12 %","11.6500","3 %","3.3300","100 %","0000010000"
"29/09/2024 01:00:00 - 02:00:00","45564.0000000000","22 %","21.8167","3 %","3.0667","13 %","13.4833","68 %","68.0167","16 %","15.8000","9 %","8.8833","5 %","4.9833","44 %","44.4333","16 %","15.6833","0 %","0.0000","100 %","0000010000"
"29/09/2024 02:00:00 - 03:00:00","45564.0416666667","15 %","14.9333","5 %","5.1667","6 %","6.4167","25 %","24.7500","10 %","9.8167","11 %","11.3333","8 %","7.7667","42 %","42.1667","12 %","11.8500","0 %","0.0000","100 %","0000010000"
"29/09/2024 03:00:00 - 04:00:00","45564.0833333333","12 %","12.4333","7 %","7.2333","12 %","12.1167","22 %","21.8000","12 %","11.9833","13 %","12.6167","9 %","8.9833","15 %","15.4333","10 %","10.1500","0 %","0.0000","100 %","0000010000"
"29/09/2024 04:00:00 - 05:00:00","45564.1250000000","0,50 %","0.5000","","0.5500","","0.1667","2 %","2.0000","","0.5167","","0.5167","","0.7167","","0.3833","","0.7167","0 %","0.0000","100 %","0000010000"
"29/09/2024 05:00:00 - 06:00:00","45564.1666666667","0,33 %","0.3333","","0.7500","","0.2000","1 %","1.3333","","0.1333","","0.3167","","0.8833","","0.1667","","0.6000","0 %","0.0000","100 %","0000010000"
"29/09/2024 06:00:00 - 07:00:00","45564.2083333333","0,58 %","0.5833","","0.7167","","0.3167","2 %","2.3333","","0.6833","","0.4333","","0.6333","","0.5833","","0.5667","0 %","0.0000","100 %","0000010000"
"29/09/2024 07:00:00 - 08:00:00","45564.2500000000","0,47 %","0.4667","","0.4333","","0.3333","2 %","1.5833","","0.6000","","0.5167","","0.7167","","0.3667","","0.5000","0 %","0.0000","100 %","0000010000"
"29/09/2024 08:00:00 - 09:00:00","45564.2916666667","0,34 %","0.3448","","0.2241","","0.1724","2 %","1.5690","","0.2586","","0.5517","","0.5862","","0.2414","","0.7414","0 %","0.0000","100 %","0000010000"
"29/09/2024 09:00:00 - 10:00:00","45564.3333333333","0,52 %","0.5167","","0.1667","","0.2000","2 %","2.1333","","0.5333","","0.5667","","0.3667","","0.5167","","0.6000","0 %","0.0000","100 %","0000010000"
"29/09/2024 10:00:00 - 11:00:00","45564.3750000000","2,27 %","2.2667","","0.3833","","0.8000","12 %","11.5833","","0.9833","2 %","1.6667","","0.7333","2 %","2.2167","1 %","1.1500","0 %","0.0000","100 %","0000010000"
"29/09/2024 11:00:00 - 12:00:00","45564.4166666667","0,77 %","0.7667","","0.4833","","0.8667","2 %","2.0667","","0.7167","1 %","1.0000","","0.8667","","0.7500","","0.9167","0 %","0.0000","100 %","0000010000"
"29/09/2024 12:00:00 - 13:00:00","45564.4583333333","0,35 %","0.3500","","0.1333","","0.2167","2 %","1.8333","","0.3000","","0.5667","","0.4833","","0.5167","","0.3500","0 %","0.0000","100 %","0000010000"
"29/09/2024 13:00:00 - 14:00:00","45564.5000000000","0,63 %","0.6333","","0.3500","","0.3667","2 %","1.6833","","0.5667","","0.7667","","0.5167","2 %","1.5667","","0.6000","0 %","0.0000","100 %","0000010000"
"29/09/2024 14:00:00 - 15:00:00","45564.5416666667","0,48 %","0.4833","","0.2500","","0.2167","2 %","1.6833","","0.3333","","0.5833","","0.6167","","0.8500","","0.5667","0 %","0.0000","100 %","0000010000"
"29/09/2024 15:00:00 - 16:00:00","45564.5833333333","1,82 %","1.8167","2 %","1.5667","2 %","1.6667","3 %","2.9000","2 %","1.7500","2 %","1.9667","2 %","1.9500","2 %","2.2667","2 %","1.7667","0 %","0.0000","100 %","0000010000"
"29/09/2024 16:00:00 - 17:00:00","45564.6250000000","0,43 %","0.4333","","0.1500","","0.3500","2 %","1.7833","","0.2833","","0.6667","","0.4333","","0.3667","","0.4833","0 %","0.0000","100 %","0000010000"
"29/09/2024 17:00:00 - 18:00:00","45564.6666666667","0,27 %","0.2667","","0.0833","","0.4167","2 %","1.5000","","0.4167","","0.4500","","0.1667","","0.4500","","0.3000","0 %","0.0000","100 %","0000010000"
"29/09/2024 18:00:00 - 19:00:00","45564.7083333333","0,35 %","0.3500","","0.4000","","0.3000","2 %","1.5167","","0.2667","","0.5667","","0.1000","","0.4333","","0.5000","0 %","0.0000","100 %","0000010000"
"29/09/2024 19:00:00 - 20:00:00","45564.7500000000","0,32 %","0.3167","","0.3333","","0.1333","2 %","1.5833","","0.2333","","0.4667","","0.1333","","0.3333","","0.4000","0 %","0.0000","100 %","0000010000"
"29/09/2024 20:00:00 - 21:00:00","45564.7916666667","0,32 %","0.3167","","0.5167","","0.1833","1 %","1.4667","","0.2333","","0.6500","","0.2167","","0.3833","","0.3167","0 %","0.0000","100 %","0000010000"
"29/09/2024 21:00:00 - 22:00:00","45564.8333333333","0,30 %","0.3000","","0.4000","","0.1167","2 %","1.5833","","0.2333","","0.4833","","0.3000","","0.5167","","0.3833","0 %","0.0000","100 %","0000010000"
"29/09/2024 22:00:00 - 23:00:00","45564.8750000000","0,43 %","0.4333","","0.5000","","0.2500","2 %","1.5667","","0.4333","","0.3833","","0.3000","","0.5500","","0.5000","0 %","0.0000","100 %","0000010000"
"29/09/2024 23:00:00 - 00:00:00","45564.9166666667","23 %","22.5833","21 %","21.2000","23 %","22.9500","26 %","25.7667","23 %","23.0333","21 %","20.9167","21 %","21.0167","25 %","24.6333","22 %","21.9333","0 %","0.0000","100 %","0000010000"
"30/09/2024 00:00:00 - 01:00:00","45564.9583333333","20 %","20.0833","10 %","9.9500","13 %","13.2667","39 %","38.6167","14 %","14.1833","15 %","14.7500","11 %","10.7500","45 %","45.2000","13 %","13.3833","0 %","0.0000","100 %","0000010000"
"30/09/2024 01:00:00 - 02:00:00","45565.0000000000","24 %","23.6667","6 %","6.0500","16 %","15.8167","57 %","56.6000","16 %","15.7833","20 %","20.3333","8 %","8.2500","52 %","52.3167","14 %","13.6833","0 %","0.0000","100 %","0000010000"
"30/09/2024 02:00:00 - 03:00:00","45565.0416666667","19 %","19.1000","10 %","9.8667","11 %","11.2500","56 %","55.9500","15 %","15.0000","17 %","17.2500","11 %","10.7000","22 %","21.6000","12 %","11.5500","0 %","0.0000","100 %","0000010000"
"30/09/2024 03:00:00 - 04:00:00","45565.0833333333","0,52 %","0.5167","","0.2833","","0.3833","3 %","2.9667","","0.3500","","0.2667","","0.1000","","0.5833","","0.7167","0 %","0.0000","100 %","0000010000"
"30/09/2024 04:00:00 - 05:00:00","45565.1250000000","2,25 %","2.2500","","0.6333","1 %","1.2000","7 %","6.8833","1 %","1.2833","1 %","1.1833","","0.8500","6 %","5.9833","1 %","1.3667","0 %","0.0000","100 %","0000010000"
"30/09/2024 05:00:00 - 06:00:00","45565.1666666667","41 %","40.6333","26 %","25.6000","48 %","48.1000","50 %","49.9000","48 %","48.1667","46 %","46.3000","28 %","28.1833","37 %","37.4167","41 %","41.4667","0 %","0.0000","100 %","0000010000"
"30/09/2024 06:00:00 - 07:00:00","45565.2083333333","37 %","36.8333","15 %","14.5333","50 %","49.6833","35 %","34.5667","50 %","50.3833","52 %","51.5833","17 %","16.9500","46 %","46.3333","31 %","30.8167","0 %","0.0000","100 %","0000010000"
"30/09/2024 07:00:00 - 08:00:00","45565.2500000000","32 %","32.3333","14 %","14.3500","45 %","44.6333","33 %","33.1167","42 %","42.2667","43 %","42.6333","16 %","15.5667","39 %","39.2000","27 %","26.6833","0 %","0.0000","100 %","0000010000"
"30/09/2024 08:00:00 - 09:00:00","45565.2916666667","14 %","14.1000","7 %","6.6833","17 %","16.7000","24 %","23.9667","16 %","16.3833","17 %","16.9667","9 %","9.0833","15 %","15.4500","8 %","8.3167","0 %","0.0000","100 %","0000010000"
"30/09/2024 09:00:00 - 10:00:00","45565.3333333333","2,65 %","2.6500","","0.5500","1 %","1.3833","9 %","9.1667","2 %","1.8667","2 %","1.8500","1 %","1.3000","4 %","3.8833","1 %","1.3000","0 %","0.0000","100 %","0000010000"
"30/09/2024 10:00:00 - 11:00:00","45565.3750000000","4,43 %","4.4333","3 %","2.6500","4 %","4.4500","7 %","6.7667","4 %","4.4167","5 %","4.6167","3 %","3.1333","6 %","6.3833","4 %","3.7667","0 %","0.0000","100 %","0000010000"
"30/09/2024 11:00:00 - 12:00:00","45565.4166666667","9,50 %","9.5000","8 %","8.2833","10 %","9.7000","11 %","10.9000","10 %","9.8167","10 %","9.9000","9 %","8.8167","10 %","10.1000","10 %","9.6167","0 %","0.0000","100 %","0000010000"
"30/09/2024 12:00:00 - 13:00:00","45565.4583333333","5,75 %","5.7500","4 %","4.2667","6 %","5.7667","9 %","8.6000","6 %","5.5667","6 %","6.0667","5 %","5.1500","7 %","6.9833","5 %","4.8500","0 %","0.0000","100 %","0000010000"
"30/09/2024 13:00:00 - 14:00:00","45565.5000000000","3,68 %","3.6833","2 %","1.9833","3 %","3.1500","8 %","8.3000","3 %","2.9000","3 %","2.8667","2 %","1.7000","6 %","6.0333","3 %","3.3167","0 %","0.0000","100 %","0000010000"
"30/09/2024 14:00:00 - 15:00:00","45565.5416666667","2,97 %","2.9667","","0.8333","2 %","2.1333","8 %","7.6000","3 %","3.0500","3 %","3.0000","1 %","1.0333","6 %","5.6667","2 %","1.5500","0 %","0.0000","100 %","0000010000"
"30/09/2024 15:00:00 - 16:00:00","45565.5833333333","1,05 %","1.0500","","0.3000","","0.8000","4 %","3.5833","","0.8167","1 %","1.2000","","0.4833","1 %","1.4333","","0.4500","0 %","0.0000","100 %","0000010000"
"30/09/2024 16:00:00 - 17:00:00","45565.6250000000","1,73 %","1.7333","","0.3833","2 %","1.6500","5 %","4.6500","2 %","2.0333","2 %","1.7000","","0.8000","2 %","2.1333","1 %","1.3000","0 %","0.0000","100 %","0000010000"
"30/09/2024 17:00:00 - 18:00:00","45565.6666666667","9,35 %","9.3500","1 %","1.2000","15 %","15.1333","10 %","9.7000","12 %","11.9167","16 %","15.6833","2 %","2.4333","12 %","12.2500","8 %","7.6833","0 %","0.0000","100 %","0000010000"
"30/09/2024 18:00:00 - 19:00:00","45565.7083333333","4,93 %","4.9333","4 %","4.2833","5 %","4.9500","7 %","6.9167","5 %","4.7667","5 %","4.8000","5 %","4.5667","6 %","5.6333","4 %","4.2833","0 %","0.0000","100 %","0000010000"
"30/09/2024 19:00:00 - 20:00:00","45565.7500000000","0,32 %","0.3167","","0.1500","","0.5167","2 %","1.6667","","0.4167","","0.4000","","0.3667","","0.4167","","0.1000","0 %","0.0000","100 %","0000010000"
"30/09/2024 20:00:00 - 21:00:00","45565.7916666667","0,50 %","0.5000","","0.1667","","0.5667","2 %","2.3667","","0.6000","","0.3000","","0.3667","1 %","1.1167","","0.1000","0 %","0.0000","100 %","0000010000"
"30/09/2024 21:00:00 - 22:00:00","45565.8333333333","0,35 %","0.3500","","0.1667","","0.6667","2 %","1.6833","","0.7167","","0.2833","","0.2333","","0.3667","","0.1000","0 %","0.0000","100 %","0000010000"
"30/09/2024 22:00:00 - 23:00:00","45565.8750000000","1,03 %","1.0333","","0.1500","1 %","1.3333","3 %","2.6500","1 %","1.1333","","0.9667","","0.7500","2 %","1.5333","","0.6667","0 %","0.0000","100 %","0000010000"
"30/09/2024 23:00:00 - 00:00:00","45565.9166666667","24 %","23.7333","21 %","20.6667","26 %","26.1167","28 %","28.2500","24 %","24.4333","22 %","22.1333","21 %","20.5333","26 %","26.3500","22 %","21.6833","0 %","0.0000","100 %","0000010000"
"01/10/2024 00:00:00 - 01:00:00","45565.9583333333","22 %","22.2000","17 %","17.3667","54 %","54.3333","24 %","23.5500","16 %","16.2000","17 %","17.0500","13 %","12.6000","21 %","21.0500","15 %","14.7667","12 %","11.6600","100 %","0000010000"
"01/10/2024 01:00:00 - 02:00:00","45566.0000000000","24 %","24.1500","6 %","5.9833","21 %","21.4500","62 %","61.8167","22 %","22.5000","19 %","19.2167","13 %","12.8667","40 %","39.6167","10 %","10.2167","0 %","0.0000","100 %","0000010000"
"01/10/2024 02:00:00 - 03:00:00","45566.0416666667","18 %","18.2333","9 %","8.9500","10 %","10.0333","41 %","40.6333","15 %","15.4167","12 %","12.4833","10 %","10.3667","35 %","35.4667","13 %","12.6167","0 %","0.0000","100 %","0000010000"
"01/10/2024 03:00:00 - 04:00:00","45566.0833333333","2,07 %","2.0667","","0.3833","1 %","1.3000","5 %","5.4500","3 %","2.5833","1 %","1.0667","2 %","2.4000","3 %","3.1667","1 %","1.1167","0 %","0.0000","100 %","0000010000"
"01/10/2024 04:00:00 - 05:00:00","45566.1250000000","2,28 %","2.2833","","0.9000","1 %","1.3500","9 %","9.4333","2 %","2.0000","","0.8500","1 %","1.1667","3 %","3.1333","","0.8167","0 %","0.0000","100 %","0000010000"
"01/10/2024 05:00:00 - 06:00:00","45566.1666666667","33 %","33.0500","23 %","23.1500","35 %","35.0667","52 %","51.5667","37 %","36.7833","35 %","34.6000","24 %","23.9333","27 %","27.3333","32 %","32.2167","0 %","0.0000","100 %","0000010000"
"01/10/2024 06:00:00 - 07:00:00","45566.2083333333","27 %","26.6167","17 %","17.0500","29 %","29.3000","30 %","29.7167","33 %","32.6667","31 %","31.0500","18 %","18.0500","32 %","32.2667","23 %","22.9833","0 %","0.0000","100 %","0000010000"
"01/10/2024 07:00:00 - 08:00:00","45566.2500000000","28 %","28.0000","19 %","18.6667","32 %","31.6000","31 %","31.3500","34 %","33.5833","32 %","31.9167","19 %","19.0667","33 %","32.9000","25 %","25.2833","0 %","0.0000","100 %","0000010000"
"01/10/2024 08:00:00 - 09:00:00","45566.2916666667","26 %","26.2759","17 %","17.2586","32 %","32.0172","27 %","27.2931","31 %","31.1552","31 %","31.4310","18 %","17.6897","30 %","30.0862","24 %","23.8621","0 %","0.0000","100 %","0000010000"
"01/10/2024 09:00:00 - 10:00:00","45566.3333333333","10 %","10.2759","4 %","4.0862","13 %","13.3448","14 %","13.8448","13 %","12.6207","12 %","11.6552","5 %","5.0517","13 %","12.7241","9 %","8.9828","0 %","0.0000","100 %","0000010000"
"01/10/2024 10:00:00 - 11:00:00","45566.3750000000","8,14 %","8.1404","5 %","4.7018","9 %","9.4737","10 %","10.0351","10 %","9.5439","9 %","9.2807","6 %","5.6316","11 %","10.6667","6 %","6.1754","0 %","0.0000","100 %","0000010000"
"01/10/2024 11:00:00 - 12:00:00","45566.4166666667","6,18 %","6.1833","3 %","3.3333","7 %","6.6333","9 %","9.3500","7 %","7.4000","7 %","6.7167","4 %","3.5167","7 %","7.2833","5 %","5.4333","0 %","0.0000","100 %","0000010000"
"01/10/2024 12:00:00 - 13:00:00","45566.4583333333","21 %","20.7833","6 %","5.6833","31 %","30.9000","17 %","16.7000","31 %","30.6500","30 %","30.2000","7 %","7.1333","28 %","28.3167","17 %","16.9500","0 %","0.0000","100 %","0000010000"
"01/10/2024 13:00:00 - 14:00:00","45566.5000000000","3,98 %","3.9833","1 %","1.1833","2 %","2.4333","15 %","14.9500","3 %","3.1000","3 %","2.8500","2 %","2.1500","4 %","4.2333","1 %","1.3667","0 %","0.0000","100 %","0000010000"
"01/10/2024 14:00:00 - 15:00:00","45566.5416666667","5,52 %","5.5167","2 %","2.1833","5 %","4.8333","12 %","11.8667","5 %","5.0167","5 %","5.1167","2 %","2.0333","8 %","8.3500","5 %","4.9500","0 %","0.0000","100 %","0000010000"
"01/10/2024 15:00:00 - 16:00:00","45566.5833333333","1,27 %","1.2667","","0.5833","","0.8833","4 %","4.2000","1 %","1.0833","1 %","1.3500","","0.4833","2 %","2.0167","","0.7167","0 %","0.0000","100 %","0000010000"
"01/10/2024 16:00:00 - 17:00:00","45566.6250000000","17 %","16.7119","13 %","13.1356","18 %","18.4237","18 %","18.1695","19 %","19.2373","18 %","18.0847","14 %","13.5254","19 %","18.5593","15 %","15.1525","0 %","0.0000","100 %","0000010000"
"01/10/2024 17:00:00 - 18:00:00","45566.6666666667","7,82 %","7.8167","3 %","3.1000","6 %","6.4667","17 %","16.7500","7 %","7.2333","7 %","6.8667","5 %","4.6333","13 %","12.8833","5 %","4.9333","0 %","0.0000","100 %","0000010000"
"01/10/2024 18:00:00 - 19:00:00","45566.7083333333","2,55 %","2.5517","","0.5690","2 %","2.4138","5 %","5.3621","2 %","2.4138","3 %","2.8793","1 %","1.2931","4 %","4.0172","2 %","1.9828","0 %","0.0000","100 %","0000010000"
"01/10/2024 19:00:00 - 20:00:00","45566.7500000000","0,36 %","0.3559","","0.1525","","0.1017","2 %","1.7627","","0.4237","","0.7966","","0.4746","","0.4746","","0.4746","0 %","0.0000","100 %","0000010000"
"01/10/2024 20:00:00 - 21:00:00","45566.7916666667","0,51 %","0.5085","","0.1695","","0.2203","2 %","2.2881","","0.4407","","0.5424","","0.7966","1 %","1.0508","","0.3220","0 %","0.0000","100 %","0000010000"
"01/10/2024 21:00:00 - 22:00:00","45566.8333333333","0,39 %","0.3898","","0.2034","","0.1186","2 %","1.8136","","0.3729","","0.1864","","0.4746","","0.6102","","0.4237","0 %","0.0000","100 %","0000010000"
"01/10/2024 22:00:00 - 23:00:00","45566.8750000000","1 %","1.0000","","0.6500","","0.5000","3 %","3.2167","","0.8833","1 %","1.1667","","0.6833","1 %","1.3833","","0.5167","0 %","0.0000","100 %","0000010000"
"01/10/2024 23:00:00 - 00:00:00","45566.9166666667","25 %","24.8421","25 %","25.4211","24 %","23.6140","29 %","28.5088","21 %","21.0175","23 %","22.8246","25 %","25.1930","30 %","29.5088","23 %","23.3158","0 %","0.0000","100 %","0000010000"
"02/10/2024 00:00:00 - 01:00:00","45566.9583333333","32 %","32.3167","19 %","19.2167","39 %","39.4667","58 %","57.9333","24 %","23.9833","29 %","29.1833","18 %","17.5000","51 %","50.7833","20 %","20.1500","0 %","0.0000","100 %","0000010000"
"02/10/2024 01:00:00 - 02:00:00","45567.0000000000","23 %","22.5593","7 %","7.0678","19 %","18.6271","49 %","48.6610","20 %","20.4576","23 %","22.9322","11 %","11.2034","38 %","38.3220","13 %","12.7119","0 %","0.0000","100 %","0000010000"
"02/10/2024 02:00:00 - 03:00:00","45567.0416666667","16 %","16.0678","9 %","9.1695","10 %","9.9322","44 %","43.5932","18 %","17.9492","10 %","10.2712","12 %","11.5254","15 %","15.4407","11 %","10.6441","0 %","0.0000","100 %","0000010000"
"02/10/2024 03:00:00 - 04:00:00","45567.0833333333","0,60 %","0.6000","","0.5000","","0.1000","2 %","2.0833","2 %","2.0167","","0.2667","","0.6167","","0.2333","","0.1500","0 %","0.0000","100 %","0000010000"
"02/10/2024 04:00:00 - 05:00:00","45567.1250000000","33 %","33.3448","9 %","8.7931","52 %","52.1724","20 %","20.3621","50 %","50.1379","52 %","51.8448","11 %","11.0172","43 %","43.2931","29 %","29.0862","0 %","0.0000","100 %","0000010000"
"02/10/2024 05:00:00 - 06:00:00","45567.1666666667","38 %","37.7167","19 %","18.6833","49 %","49.0500","39 %","39.0333","50 %","50.4000","50 %","49.5667","18 %","18.2500","29 %","28.9833","47 %","47.4667","0 %","0.0000","100 %","0000010000"
"02/10/2024 06:00:00 - 07:00:00","45567.2083333333","40 %","40.0847","10 %","10.1017","61 %","60.9322","33 %","33.4576","61 %","61.2712","62 %","62.3051","13 %","12.6949","26 %","26.4915","54 %","53.8814","0 %","0.0000","100 %","0000010000"
"02/10/2024 07:00:00 - 08:00:00","45567.2500000000","23 %","23.0508","7 %","7.4407","29 %","28.6780","27 %","27.2373","30 %","30.2203","31 %","31.3729","10 %","9.5254","31 %","31.1186","18 %","18.4915","0 %","0.0000","100 %","0000010000"
"02/10/2024 08:00:00 - 09:00:00","45567.2916666667","5,34 %","5.3390","2 %","2.2373","6 %","5.8644","9 %","9.0339","6 %","5.9492","6 %","6.1017","2 %","2.1186","9 %","8.6780","3 %","3.2712","0 %","0.0000","100 %","0000010000"
"02/10/2024 09:00:00 - 10:00:00","45567.3333333333","4,29 %","4.2881","3 %","2.5424","4 %","4.0508","7 %","7.4237","4 %","4.3559","5 %","4.7797","2 %","2.3390","5 %","5.4237","4 %","3.5085","0 %","0.0000","100 %","0000010000"
"02/10/2024 10:00:00 - 11:00:00","45567.3750000000","3,69 %","3.6949","2 %","1.6102","4 %","4.2542","7 %","6.6610","5 %","4.6949","5 %","4.6949","2 %","1.5254","5 %","5.0000","2 %","2.0508","0 %","0.0000","100 %","0000010000"
"02/10/2024 11:00:00 - 12:00:00","45567.4166666667","8,20 %","8.2034","6 %","6.4576","9 %","8.8475","10 %","10.2542","9 %","9.4068","10 %","9.5593","6 %","6.3220","8 %","8.3051","7 %","6.9322","0 %","0.0000","100 %","0000010000"
"02/10/2024 12:00:00 - 13:00:00","45567.4583333333","1,72 %","1.7167","1 %","1.0000","1 %","1.3167","5 %","5.2667","2 %","1.8833","1 %","1.4000","","0.8667","2 %","2.3500","","0.7000","0 %","0.0000","100 %","0000010000"
"02/10/2024 13:00:00 - 14:00:00","45567.5000000000","3,22 %","3.2167","2 %","1.5167","4 %","3.9333","9 %","8.6833","2 %","2.3000","4 %","4.0000","","0.9833","2 %","2.0500","3 %","3.2000","0 %","0.0000","100 %","0000010000"
"02/10/2024 14:00:00 - 15:00:00","45567.5416666667","7,73 %","7.7333","5 %","5.2500","7 %","7.4333","12 %","12.4667","8 %","8.0333","7 %","7.2000","6 %","5.5333","10 %","10.0833","6 %","6.1167","0 %","0.0000","100 %","0000010000"
"02/10/2024 15:00:00 - 16:00:00","45567.5833333333","6,30 %","6.3000","5 %","5.4500","6 %","6.3000","9 %","9.0500","6 %","6.2167","6 %","5.5500","5 %","5.1500","7 %","7.3000","5 %","5.2667","0 %","0.0000","100 %","0000010000"
"02/10/2024 16:00:00 - 17:00:00","45567.6250000000","6,29 %","6.2881","5 %","4.9322","6 %","6.2542","10 %","9.7119","7 %","6.9661","6 %","6.3051","5 %","5.0169","7 %","7.0508","5 %","5.1695","0 %","0.0000","100 %","0000010000"
"02/10/2024 17:00:00 - 18:00:00","45567.6666666667","1,34 %","1.3390","","0.4576","","0.5763","5 %","5.3559","1 %","1.3390","","0.4915","","0.3898","3 %","2.7797","","0.7966","0 %","0.0000","100 %","0000010000"
"02/10/2024 18:00:00 - 19:00:00","45567.7083333333","1,11 %","1.1053","","0.3509","1 %","1.0702","3 %","3.1404","1 %","1.4211","","0.9298","","0.6140","1 %","1.1053","1 %","1.0702","0 %","0.0000","100 %","0000010000"
"02/10/2024 19:00:00 - 20:00:00","45567.7500000000","0,35 %","0.3500","","0.3500","","0.3000","2 %","1.6833","","0.6833","","0.2667","","0.2333","","0.0667","","0.5833","0 %","0.0000","100 %","0000010000"
"02/10/2024 20:00:00 - 21:00:00","45567.7916666667","0,60 %","0.6000","","0.7333","","0.2667","3 %","2.5167","","0.9000","","0.1833","","0.1167","","0.7167","","0.6667","0 %","0.0000","100 %","0000010000"
"02/10/2024 21:00:00 - 22:00:00","45567.8333333333","0,39 %","0.3898","","0.3898","","0.1017","2 %","1.7288","","0.7966","","0.2881","","0.1695","","0.1695","","0.7627","0 %","0.0000","100 %","0000010000"
"02/10/2024 22:00:00 - 23:00:00","45567.8750000000","1 %","1.0000","","0.4407","1 %","1.0678","3 %","3.3729","1 %","1.4407","","0.5763","","0.3390","1 %","1.0339","","0.9492","0 %","0.0000","100 %","0000010000"
"02/10/2024 23:00:00 - 00:00:00","45567.9166666667","21 %","21.3333","17 %","17.0667","21 %","21.0167","29 %","29.2667","21 %","20.7000","20 %","19.5667","21 %","20.5167","25 %","24.5500","18 %","18.4333","0 %","0.0000","100 %","0000010000"
"03/10/2024 00:00:00 - 01:00:00","45567.9583333333","30 %","29.7000","9 %","8.5167","23 %","22.5167","56 %","56.2333","26 %","26.0167","31 %","31.0167","19 %","19.0167","55 %","54.9667","19 %","19.4500","0 %","0.0000","100 %","0000010000"
"03/10/2024 01:00:00 - 02:00:00","45568.0000000000","20 %","20.1356","7 %","7.2712","18 %","17.5593","53 %","52.8644","18 %","18.0847","22 %","21.7288","10 %","9.7119","24 %","24.4068","10 %","10.1017","0 %","0.0000","100 %","0000010000"
"03/10/2024 02:00:00 - 03:00:00","45568.0416666667","14 %","14.1356","8 %","7.7288","13 %","12.6610","37 %","37.2712","11 %","11.1017","9 %","8.7966","10 %","9.7797","16 %","15.9153","10 %","10.2034","0 %","0.0000","100 %","0000010000"
"03/10/2024 03:00:00 - 04:00:00","45568.0833333333","0,69 %","0.6949","2 %","2.0678","","0.5593","2 %","1.8814","","0.6102","","0.7288","","0.5593","","0.2203","","0.1695","0 %","0.0000","100 %","0000010000"
"03/10/2024 04:00:00 - 05:00:00","45568.1250000000","2,59 %","2.5932","2 %","1.7627","2 %","1.8983","7 %","6.5424","2 %","2.2881","1 %","1.3729","","0.6441","6 %","6.4746","","0.6441","0 %","0.0000","100 %","0000010000"
"03/10/2024 05:00:00 - 06:00:00","45568.1666666667","32 %","32.3000","18 %","18.0500","37 %","37.0667","37 %","37.3167","38 %","38.3167","37 %","37.4667","18 %","17.9667","36 %","35.6500","37 %","36.6333","0 %","0.0000","100 %","0000010000"
