"Date et heure","Date et heure(RAW)","Somme","Somme(RAW)","Octets libres C:","Octets libres C:(RAW)","Espace disponible C:","Espace disponible C:(RAW)","Octets libres D:","Octets libres D:(RAW)","Espace disponible D:","Espace disponible D:(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"22/01/2024 06:00:00 - 07:00:00","45313.2500000000","","","","","","","","","","","","","0 %","0000000000"
"22/01/2024 07:00:00 - 08:00:00","45313.2916666667","","","","","","","","","","","","","0 %","0000000000"
"22/01/2024 08:00:00 - 09:00:00","45313.3333333333","","","","","","","","","","","","","0 %","0000000000"
"22/01/2024 09:00:00 - 10:00:00","45313.3750000000","","","","","","","","","","","","","0 %","0000000000"
"22/01/2024 10:00:00 - 11:00:00","45313.4166666667","","","","","","","","","","","","","0 %","0000000000"
"22/01/2024 11:00:00 - 12:00:00","45313.4583333333","","","","","","","","","","","","","0 %","0000000000"
"22/01/2024 12:00:00 - 13:00:00","45313.5000000000","","","","","","","","","","","","","0 %","0000000000"
"22/01/2024 13:00:00 - 14:00:00","45313.5416666667","","","","","","","","","","","","","0 %","0000000000"
"22/01/2024 14:00:00 - 15:00:00","45313.5833333333","","","","","","","","","","","","","0 %","0000000000"
"22/01/2024 15:00:00 - 16:00:00","45313.6250000000","","","","","","","","","","","","","0 %","0000000000"
"22/01/2024 16:00:00 - 17:00:00","45313.6666666667","","","","","","","","","","","","","0 %","0000000000"
"22/01/2024 17:00:00 - 18:00:00","45313.7083333333","","","","","","","","","","","","","0 %","0000000000"
"22/01/2024 18:00:00 - 19:00:00","45313.7500000000","","","","","","","","","","","","","0 %","0000000000"
"22/01/2024 19:00:00 - 20:00:00","45313.7916666667","","","","","","","","","","","","","0 %","0000000000"
"22/01/2024 20:00:00 - 21:00:00","45313.8333333333","","","","","","","","","","","","","0 %","0000000000"
"22/01/2024 21:00:00 - 22:00:00","45313.8750000000","","","","","","","","","","","","","0 %","0000000000"
"22/01/2024 22:00:00 - 23:00:00","45313.9166666667","","","","","","","","","","","","","0 %","0000000000"
"22/01/2024 23:00:00 - 00:00:00","45313.9583333333","","","","","","","","","","","","","0 %","0000000000"
"23/01/2024 00:00:00 - 01:00:00","45314.0000000000","","","","","","","","","","","","","0 %","0000000000"
"23/01/2024 01:00:00 - 02:00:00","45314.0416666667","","","","","","","","","","","","","0 %","0000000000"
"23/01/2024 02:00:00 - 03:00:00","45314.0833333333","","","","","","","","","","","","","0 %","0000000000"
"23/01/2024 03:00:00 - 04:00:00","45314.1250000000","","","","","","","","","","","","","0 %","0000000000"
"23/01/2024 04:00:00 - 05:00:00","45314.1666666667","","","","","","","","","","","","","0 %","0000000000"
"23/01/2024 05:00:00 - 06:00:00","45314.2083333333","","","","","","","","","","","","","0 %","0000000000"
"23/01/2024 06:00:00 - 07:00:00","45314.2500000000","","","","","","","","","","","","","0 %","0000000000"
"23/01/2024 07:00:00 - 08:00:00","45314.2916666667","","","","","","","","","","","","","0 %","0000000000"
"23/01/2024 08:00:00 - 09:00:00","45314.3333333333","","","","","","","","","","","","","0 %","0000000000"
"23/01/2024 09:00:00 - 10:00:00","45314.3750000000","","","","","","","","","","","","","0 %","0000000000"
"23/01/2024 10:00:00 - 11:00:00","45314.4166666667","","","","","","","","","","","","","0 %","0000000000"
"23/01/2024 11:00:00 - 12:00:00","45314.4583333333","","","","","","","","","","","","","0 %","0000000000"
"23/01/2024 12:00:00 - 13:00:00","45314.5000000000","","","","","","","","","","","","","0 %","0000000000"
"23/01/2024 13:00:00 - 14:00:00","45314.5416666667","","","","","","","","","","","","","0 %","0000000000"
"23/01/2024 14:00:00 - 15:00:00","45314.5833333333","","","","","","","","","","","","","0 %","0000000000"
"23/01/2024 15:00:00 - 16:00:00","45314.6250000000","","","","","","","","","","","","","0 %","0000000000"
"23/01/2024 16:00:00 - 17:00:00","45314.6666666667","","","","","","","","","","","","","0 %","0000000000"
"23/01/2024 17:00:00 - 18:00:00","45314.7083333333","","","","","","","","","","","","","0 %","0000000000"
"23/01/2024 18:00:00 - 19:00:00","45314.7500000000","","","","","","","","","","","","","0 %","0000000000"
"23/01/2024 19:00:00 - 20:00:00","45314.7916666667","","","","","","","","","","","","","0 %","0000000000"
"23/01/2024 20:00:00 - 21:00:00","45314.8333333333","","","","","","","","","","","","","0 %","0000000000"
"23/01/2024 21:00:00 - 22:00:00","45314.8750000000","","","","","","","","","","","","","0 %","0000000000"
"23/01/2024 22:00:00 - 23:00:00","45314.9166666667","","","","","","","","","","","","","0 %","0000000000"
"23/01/2024 23:00:00 - 00:00:00","45314.9583333333","","","","","","","","","","","","","0 %","0000000000"
"24/01/2024 00:00:00 - 01:00:00","45315.0000000000","","","","","","","","","","","","","0 %","0000000000"
"24/01/2024 01:00:00 - 02:00:00","45315.0416666667","","","","","","","","","","","","","0 %","0000000000"
"24/01/2024 02:00:00 - 03:00:00","45315.0833333333","","","","","","","","","","","","","0 %","0000000000"
"24/01/2024 03:00:00 - 04:00:00","45315.1250000000","","","","","","","","","","","","","0 %","0000000000"
"24/01/2024 04:00:00 - 05:00:00","45315.1666666667","","","","","","","","","","","","","0 %","0000000000"
"24/01/2024 05:00:00 - 06:00:00","45315.2083333333","","","","","","","","","","","","","0 %","0000000000"
"24/01/2024 06:00:00 - 07:00:00","45315.2500000000","","","","","","","","","","","","","0 %","0000000000"
"24/01/2024 07:00:00 - 08:00:00","45315.2916666667","","","","","","","","","","","","","0 %","0000000000"
"24/01/2024 08:00:00 - 09:00:00","45315.3333333333","","","","","","","","","","","","","0 %","0000000000"
"24/01/2024 09:00:00 - 10:00:00","45315.3750000000","","","","","","","","","","","","","0 %","0000000000"
"24/01/2024 10:00:00 - 11:00:00","45315.4166666667","","","","","","","","","","","","","0 %","0000000000"
"24/01/2024 11:00:00 - 12:00:00","45315.4583333333","","","","","","","","","","","","","0 %","0000000000"
"24/01/2024 12:00:00 - 13:00:00","45315.5000000000","","","","","","","","","","","","","0 %","0000000000"
"24/01/2024 13:00:00 - 14:00:00","45315.5416666667","","","","","","","","","","","","","0 %","0000000000"
"24/01/2024 14:00:00 - 15:00:00","45315.5833333333","","","","","","","","","","","","","0 %","0000000000"
"24/01/2024 15:00:00 - 16:00:00","45315.6250000000","","","","","","","","","","","","","0 %","0000000000"
"24/01/2024 16:00:00 - 17:00:00","45315.6666666667","","","","","","","","","","","","","0 %","0000000000"
"24/01/2024 17:00:00 - 18:00:00","45315.7083333333","","","","","","","","","","","","","0 %","0000000000"
"24/01/2024 18:00:00 - 19:00:00","45315.7500000000","","","","","","","","","","","","","0 %","0000000000"
"24/01/2024 19:00:00 - 20:00:00","45315.7916666667","","","","","","","","","","","","","0 %","0000000000"
"24/01/2024 20:00:00 - 21:00:00","45315.8333333333","","","","","","","","","","","","","0 %","0000000000"
"24/01/2024 21:00:00 - 22:00:00","45315.8750000000","","","","","","","","","","","","","0 %","0000000000"
"24/01/2024 22:00:00 - 23:00:00","45315.9166666667","","","","","","","","","","","","","0 %","0000000000"
"24/01/2024 23:00:00 - 00:00:00","45315.9583333333","","","","","","","","","","","","","0 %","0000000000"
"25/01/2024 00:00:00 - 01:00:00","45316.0000000000","","","","","","","","","","","","","0 %","0000000000"
"25/01/2024 01:00:00 - 02:00:00","45316.0416666667","","","","","","","","","","","","","0 %","0000000000"
"25/01/2024 02:00:00 - 03:00:00","45316.0833333333","","","","","","","","","","","","","0 %","0000000000"
"25/01/2024 03:00:00 - 04:00:00","45316.1250000000","","","","","","","","","","","","","0 %","0000000000"
"25/01/2024 04:00:00 - 05:00:00","45316.1666666667","","","","","","","","","","","","","0 %","0000000000"
"25/01/2024 05:00:00 - 06:00:00","45316.2083333333","","","","","","","","","","","","","0 %","0000000000"
"25/01/2024 06:00:00 - 07:00:00","45316.2500000000","","","","","","","","","","","","","0 %","0000000000"
"25/01/2024 07:00:00 - 08:00:00","45316.2916666667","","","","","","","","","","","","","0 %","0000000000"
"25/01/2024 08:00:00 - 09:00:00","45316.3333333333","","","","","","","","","","","","","0 %","0000000000"
"25/01/2024 09:00:00 - 10:00:00","45316.3750000000","","","","","","","","","","","","","0 %","0000000000"
"25/01/2024 10:00:00 - 11:00:00","45316.4166666667","","","","","","","","","","","","","0 %","0000000000"
"25/01/2024 11:00:00 - 12:00:00","45316.4583333333","","","","","","","","","","","","","0 %","0000000000"
"25/01/2024 12:00:00 - 13:00:00","45316.5000000000","","","","","","","","","","","","","0 %","0000000000"
"25/01/2024 13:00:00 - 14:00:00","45316.5416666667","","","","","","","","","","","","","0 %","0000000000"
"25/01/2024 14:00:00 - 15:00:00","45316.5833333333","","","","","","","","","","","","","0 %","0000000000"
"25/01/2024 15:00:00 - 16:00:00","45316.6250000000","","","","","","","","","","","","","0 %","0000000000"
"25/01/2024 16:00:00 - 17:00:00","45316.6666666667","","","","","","","","","","","","","0 %","0000000000"
"25/01/2024 17:00:00 - 18:00:00","45316.7083333333","","","","","","","","","","","","","0 %","0000000000"
"25/01/2024 18:00:00 - 19:00:00","45316.7500000000","","","","","","","","","","","","","0 %","0000000000"
"25/01/2024 19:00:00 - 20:00:00","45316.7916666667","","","","","","","","","","","","","0 %","0000000000"
"25/01/2024 20:00:00 - 21:00:00","45316.8333333333","","","","","","","","","","","","","0 %","0000000000"
"25/01/2024 21:00:00 - 22:00:00","45316.8750000000","","","","","","","","","","","","","0 %","0000000000"
"25/01/2024 22:00:00 - 23:00:00","45316.9166666667","","","","","","","","","","","","","0 %","0000000000"
"25/01/2024 23:00:00 - 00:00:00","45316.9583333333","","","","","","","","","","","","","0 %","0000000000"
"26/01/2024 00:00:00 - 01:00:00","45317.0000000000","","","","","","","","","","","","","0 %","0000000000"
"26/01/2024 01:00:00 - 02:00:00","45317.0416666667","","","","","","","","","","","","","0 %","0000000000"
"26/01/2024 02:00:00 - 03:00:00","45317.0833333333","","","","","","","","","","","","","0 %","0000000000"
"26/01/2024 03:00:00 - 04:00:00","45317.1250000000","","","","","","","","","","","","","0 %","0000000000"
"26/01/2024 04:00:00 - 05:00:00","45317.1666666667","","","","","","","","","","","","","0 %","0000000000"
"26/01/2024 05:00:00 - 06:00:00","45317.2083333333","","","","","","","","","","","","","0 %","0000000000"
"26/01/2024 06:00:00 - 07:00:00","45317.2500000000","","","","","","","","","","","","","0 %","0000000000"
"26/01/2024 07:00:00 - 08:00:00","45317.2916666667","","","","","","","","","","","","","0 %","0000000000"
"26/01/2024 08:00:00 - 09:00:00","45317.3333333333","","","","","","","","","","","","","0 %","0000000000"
"26/01/2024 09:00:00 - 10:00:00","45317.3750000000","","","","","","","","","","","","","0 %","0000000000"
"26/01/2024 10:00:00 - 11:00:00","45317.4166666667","","","","","","","","","","","","","0 %","0000000000"
"26/01/2024 11:00:00 - 12:00:00","45317.4583333333","","","","","","","","","","","","","0 %","0000000000"
"26/01/2024 12:00:00 - 13:00:00","45317.5000000000","","","","","","","","","","","","","0 %","0000000000"
"26/01/2024 13:00:00 - 14:00:00","45317.5416666667","","","","","","","","","","","","","0 %","0000000000"
"26/01/2024 14:00:00 - 15:00:00","45317.5833333333","","","","","","","","","","","","","0 %","0000000000"
"26/01/2024 15:00:00 - 16:00:00","45317.6250000000","","","","","","","","","","","","","0 %","0000000000"
"26/01/2024 16:00:00 - 17:00:00","45317.6666666667","","","","","","","","","","","","","0 %","0000000000"
"26/01/2024 17:00:00 - 18:00:00","45317.7083333333","","","","","","","","","","","","","0 %","0000000000"
"26/01/2024 18:00:00 - 19:00:00","45317.7500000000","","","","","","","","","","","","","0 %","0000000000"
"26/01/2024 19:00:00 - 20:00:00","45317.7916666667","","","","","","","","","","","","","0 %","0000000000"
"26/01/2024 20:00:00 - 21:00:00","45317.8333333333","","","","","","","","","","","","","0 %","0000000000"
"26/01/2024 21:00:00 - 22:00:00","45317.8750000000","","","","","","","","","","","","","0 %","0000000000"
"26/01/2024 22:00:00 - 23:00:00","45317.9166666667","","","","","","","","","","","","","0 %","0000000000"
"26/01/2024 23:00:00 - 00:00:00","45317.9583333333","","","","","","","","","","","","","0 %","0000000000"
"27/01/2024 00:00:00 - 01:00:00","45318.0000000000","","","","","","","","","","","","","0 %","0000000000"
"27/01/2024 01:00:00 - 02:00:00","45318.0416666667","","","","","","","","","","","","","0 %","0000000000"
"27/01/2024 02:00:00 - 03:00:00","45318.0833333333","","","","","","","","","","","","","0 %","0000000000"
"27/01/2024 03:00:00 - 04:00:00","45318.1250000000","","","","","","","","","","","","","0 %","0000000000"
"27/01/2024 04:00:00 - 05:00:00","45318.1666666667","","","","","","","","","","","","","0 %","0000000000"
"27/01/2024 05:00:00 - 06:00:00","45318.2083333333","","","","","","","","","","","","","0 %","0000000000"
"27/01/2024 06:00:00 - 07:00:00","45318.2500000000","","","","","","","","","","","","","0 %","0000000000"
"27/01/2024 07:00:00 - 08:00:00","45318.2916666667","","","","","","","","","","","","","0 %","0000000000"
"27/01/2024 08:00:00 - 09:00:00","45318.3333333333","","","","","","","","","","","","","0 %","0000000000"
"27/01/2024 09:00:00 - 10:00:00","45318.3750000000","","","","","","","","","","","","","0 %","0000000000"
"27/01/2024 10:00:00 - 11:00:00","45318.4166666667","","","","","","","","","","","","","0 %","0000000000"
"27/01/2024 11:00:00 - 12:00:00","45318.4583333333","","","","","","","","","","","","","0 %","0000000000"
"27/01/2024 12:00:00 - 13:00:00","45318.5000000000","","","","","","","","","","","","","0 %","0000000000"
"27/01/2024 13:00:00 - 14:00:00","45318.5416666667","","","","","","","","","","","","","0 %","0000000000"
"27/01/2024 14:00:00 - 15:00:00","45318.5833333333","","","","","","","","","","","","","0 %","0000000000"
"27/01/2024 15:00:00 - 16:00:00","45318.6250000000","","","","","","","","","","","","","0 %","0000000000"
"27/01/2024 16:00:00 - 17:00:00","45318.6666666667","","","","","","","","","","","","","0 %","0000000000"
"27/01/2024 17:00:00 - 18:00:00","45318.7083333333","","","","","","","","","","","","","0 %","0000000000"
"27/01/2024 18:00:00 - 19:00:00","45318.7500000000","","","","","","","","","","","","","0 %","0000000000"
"27/01/2024 19:00:00 - 20:00:00","45318.7916666667","","","","","","","","","","","","","0 %","0000000000"
"27/01/2024 20:00:00 - 21:00:00","45318.8333333333","","","","","","","","","","","","","0 %","0000000000"
"27/01/2024 21:00:00 - 22:00:00","45318.8750000000","","","","","","","","","","","","","0 %","0000000000"
"27/01/2024 22:00:00 - 23:00:00","45318.9166666667","","","","","","","","","","","","","0 %","0000000000"
"27/01/2024 23:00:00 - 00:00:00","45318.9583333333","","","","","","","","","","","","","0 %","0000000000"
"28/01/2024 00:00:00 - 01:00:00","45319.0000000000","","","","","","","","","","","","","0 %","0000000000"
"28/01/2024 01:00:00 - 02:00:00","45319.0416666667","","","","","","","","","","","","","0 %","0000000000"
"28/01/2024 02:00:00 - 03:00:00","45319.0833333333","","","","","","","","","","","","","0 %","0000000000"
"28/01/2024 03:00:00 - 04:00:00","45319.1250000000","","","","","","","","","","","","","0 %","0000000000"
"28/01/2024 04:00:00 - 05:00:00","45319.1666666667","","","","","","","","","","","","","0 %","0000000000"
"28/01/2024 05:00:00 - 06:00:00","45319.2083333333","","","","","","","","","","","","","0 %","0000000000"
"28/01/2024 06:00:00 - 07:00:00","45319.2500000000","","","","","","","","","","","","","0 %","0000000000"
"28/01/2024 07:00:00 - 08:00:00","45319.2916666667","","","","","","","","","","","","","0 %","0000000000"
"28/01/2024 08:00:00 - 09:00:00","45319.3333333333","","","","","","","","","","","","","0 %","0000000000"
"28/01/2024 09:00:00 - 10:00:00","45319.3750000000","","","","","","","","","","","","","0 %","0000000000"
"28/01/2024 10:00:00 - 11:00:00","45319.4166666667","","","","","","","","","","","","","0 %","0000000000"
"28/01/2024 11:00:00 - 12:00:00","45319.4583333333","","","","","","","","","","","","","0 %","0000000000"
"28/01/2024 12:00:00 - 13:00:00","45319.5000000000","","","","","","","","","","","","","0 %","0000000000"
"28/01/2024 13:00:00 - 14:00:00","45319.5416666667","","","","","","","","","","","","","0 %","0000000000"
"28/01/2024 14:00:00 - 15:00:00","45319.5833333333","","","","","","","","","","","","","0 %","0000000000"
"28/01/2024 15:00:00 - 16:00:00","45319.6250000000","","","","","","","","","","","","","0 %","0000000000"
"28/01/2024 16:00:00 - 17:00:00","45319.6666666667","","","","","","","","","","","","","0 %","0000000000"
"28/01/2024 17:00:00 - 18:00:00","45319.7083333333","","","","","","","","","","","","","0 %","0000000000"
"28/01/2024 18:00:00 - 19:00:00","45319.7500000000","","","","","","","","","","","","","0 %","0000000000"
"28/01/2024 19:00:00 - 20:00:00","45319.7916666667","","","","","","","","","","","","","0 %","0000000000"
"28/01/2024 20:00:00 - 21:00:00","45319.8333333333","","","","","","","","","","","","","0 %","0000000000"
"28/01/2024 21:00:00 - 22:00:00","45319.8750000000","","","","","","","","","","","","","0 %","0000000000"
"28/01/2024 22:00:00 - 23:00:00","45319.9166666667","","","","","","","","","","","","","0 %","0000000000"
"28/01/2024 23:00:00 - 00:00:00","45319.9583333333","","","","","","","","","","","","","0 %","0000000000"
"29/01/2024 00:00:00 - 01:00:00","45320.0000000000","","","","","","","","","","","","","0 %","0000000000"
"29/01/2024 01:00:00 - 02:00:00","45320.0416666667","","","","","","","","","","","","","0 %","0000000000"
"29/01/2024 02:00:00 - 03:00:00","45320.0833333333","","","","","","","","","","","","","0 %","0000000000"
"29/01/2024 03:00:00 - 04:00:00","45320.1250000000","","","","","","","","","","","","","0 %","0000000000"
"29/01/2024 04:00:00 - 05:00:00","45320.1666666667","","","","","","","","","","","","","0 %","0000000000"
"29/01/2024 05:00:00 - 06:00:00","45320.2083333333","","","","","","","","","","","","","0 %","0000000000"
