"Date et heure","Date et heure(RAW)","Nombre de requêtes de verrouillage/s","Nombre de requêtes de verrouillage/s(RAW)","Temps d'attente moyen","Temps d'attente moyen(RAW)","Nombre de blocages/s","Nombre de blocages/s(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"13/09/2024 04:00:00 - 05:00:00","45548.1250000000","355 #","354.8849","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 05:00:00 - 06:00:00","45548.1666666667","916 #","915.9973","24 ms","24.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 06:00:00 - 07:00:00","45548.2083333333","1 570 #","1569.8358","23 ms","22.5000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 07:00:00 - 08:00:00","45548.2500000000","1 316 #","1315.9897","36 ms","36.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 08:00:00 - 09:00:00","45548.2916666667","908 #","907.7494","19 ms","18.5000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 09:00:00 - 10:00:00","45548.3333333333","324 #","323.6320","9,08 ms","9.0833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 10:00:00 - 11:00:00","45548.3750000000","303 #","302.5380","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 11:00:00 - 12:00:00","45548.4166666667","305 #","304.7811","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 12:00:00 - 13:00:00","45548.4583333333","207 #","206.6013","2,58 ms","2.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 13:00:00 - 14:00:00","45548.5000000000","365 #","365.4006","7,92 ms","7.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 14:00:00 - 15:00:00","45548.5416666667","286 #","285.5690","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 15:00:00 - 16:00:00","45548.5833333333","209 #","208.8897","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 16:00:00 - 17:00:00","45548.6250000000","373 #","372.8542","3,92 ms","3.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 17:00:00 - 18:00:00","45548.6666666667","185 #","184.7913","3 ms","3.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 18:00:00 - 19:00:00","45548.7083333333","66 #","65.9615","6,25 ms","6.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 19:00:00 - 20:00:00","45548.7500000000","54 #","54.4504","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 20:00:00 - 21:00:00","45548.7916666667","99 #","98.6363","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 21:00:00 - 22:00:00","45548.8333333333","56 #","55.6332","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 22:00:00 - 23:00:00","45548.8750000000","124 #","124.3506","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"13/09/2024 23:00:00 - 00:00:00","45548.9166666667","1 465 #","1464.5320","58 ms","58.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/09/2024 00:00:00 - 01:00:00","45548.9583333333","2 310 #","2309.5943","93 784 ms","93783.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/09/2024 01:00:00 - 02:00:00","45549.0000000000","3 062 #","3062.1430","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/09/2024 02:00:00 - 03:00:00","45549.0416666667","1 104 #","1104.0287","3,92 ms","3.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/09/2024 03:00:00 - 04:00:00","45549.0833333333","637 #","637.1482","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/09/2024 04:00:00 - 05:00:00","45549.1250000000","572 #","572.4201","35 ms","35.1667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/09/2024 05:00:00 - 06:00:00","45549.1666666667","340 #","340.0627","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/09/2024 06:00:00 - 07:00:00","45549.2083333333","510 #","509.6351","7 ms","7.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/09/2024 07:00:00 - 08:00:00","45549.2500000000","373 #","373.4685","1,25 ms","1.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/09/2024 08:00:00 - 09:00:00","45549.2916666667","113 #","112.8517","3,92 ms","3.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/09/2024 09:00:00 - 10:00:00","45549.3333333333","238 #","238.4824","5,08 ms","5.0833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/09/2024 10:00:00 - 11:00:00","45549.3750000000","251 #","251.3560","2,58 ms","2.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/09/2024 11:00:00 - 12:00:00","45549.4166666667","123 #","123.4233","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/09/2024 12:00:00 - 13:00:00","45549.4583333333","253 #","252.9762","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/09/2024 13:00:00 - 14:00:00","45549.5000000000","342 #","342.2064","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/09/2024 14:00:00 - 15:00:00","45549.5416666667","156 #","156.3726","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/09/2024 15:00:00 - 16:00:00","45549.5833333333","236 #","235.9477","3,92 ms","3.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/09/2024 16:00:00 - 17:00:00","45549.6250000000","153 #","153.3164","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/09/2024 17:00:00 - 18:00:00","45549.6666666667","97 #","96.5344","9,17 ms","9.1667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/09/2024 18:00:00 - 19:00:00","45549.7083333333","52 #","52.3998","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/09/2024 19:00:00 - 20:00:00","45549.7500000000","55 #","55.3000","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/09/2024 20:00:00 - 21:00:00","45549.7916666667","92 #","92.0936","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/09/2024 21:00:00 - 22:00:00","45549.8333333333","61 #","61.0630","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/09/2024 22:00:00 - 23:00:00","45549.8750000000","125 #","125.2217","2,58 ms","2.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"14/09/2024 23:00:00 - 00:00:00","45549.9166666667","1 298 #","1298.3470","1,25 ms","1.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/09/2024 00:00:00 - 01:00:00","45549.9583333333","2 339 #","2338.5450","96 063 ms","96063.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/09/2024 01:00:00 - 02:00:00","45550.0000000000","2 232 #","2232.2623","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/09/2024 02:00:00 - 03:00:00","45550.0416666667","2 179 #","2178.9705","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/09/2024 03:00:00 - 04:00:00","45550.0833333333","677 #","677.0560","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/09/2024 04:00:00 - 05:00:00","45550.1250000000","182 #","181.6981","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/09/2024 05:00:00 - 06:00:00","45550.1666666667","54 #","54.4910","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/09/2024 06:00:00 - 07:00:00","45550.2083333333","123 #","122.6788","1,25 ms","1.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/09/2024 07:00:00 - 08:00:00","45550.2500000000","236 #","236.3606","9,92 ms","9.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/09/2024 08:00:00 - 09:00:00","45550.2916666667","55 #","54.9217","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/09/2024 09:00:00 - 10:00:00","45550.3333333333","65 #","65.4079","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/09/2024 10:00:00 - 11:00:00","45550.3750000000","181 #","181.3564","5,08 ms","5.0833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/09/2024 11:00:00 - 12:00:00","45550.4166666667","55 #","54.8733","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/09/2024 12:00:00 - 13:00:00","45550.4583333333","81 #","80.7540","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/09/2024 13:00:00 - 14:00:00","45550.5000000000","87 #","87.1227","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/09/2024 14:00:00 - 15:00:00","45550.5416666667","55 #","54.9501","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/09/2024 15:00:00 - 16:00:00","45550.5833333333","57 #","57.2773","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/09/2024 16:00:00 - 17:00:00","45550.6250000000","160 #","160.0027","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/09/2024 17:00:00 - 18:00:00","45550.6666666667","73 #","72.7174","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/09/2024 18:00:00 - 19:00:00","45550.7083333333","55 #","55.1460","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/09/2024 19:00:00 - 20:00:00","45550.7500000000","55 #","55.1357","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/09/2024 20:00:00 - 21:00:00","45550.7916666667","55 #","54.6698","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/09/2024 21:00:00 - 22:00:00","45550.8333333333","55 #","55.0218","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/09/2024 22:00:00 - 23:00:00","45550.8750000000","98 #","98.1995","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"15/09/2024 23:00:00 - 00:00:00","45550.9166666667","1 207 #","1207.0289","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 00:00:00 - 01:00:00","45550.9583333333","2 660 #","2659.8923","166 655 ms","166654.5000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 01:00:00 - 02:00:00","45551.0000000000","2 078 #","2077.5002","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 02:00:00 - 03:00:00","45551.0416666667","1 702 #","1701.9755","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 03:00:00 - 04:00:00","45551.0833333333","739 #","739.1126","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 04:00:00 - 05:00:00","45551.1250000000","416 #","415.9667","3,83 ms","3.8333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 05:00:00 - 06:00:00","45551.1666666667","1 295 #","1294.6736","759 ms","758.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 06:00:00 - 07:00:00","45551.2083333333","871 #","870.7369","5 ms","5.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 07:00:00 - 08:00:00","45551.2500000000","1 121 #","1121.0089","50 ms","49.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 08:00:00 - 09:00:00","45551.2916666667","1 278 #","1277.8094","17 ms","16.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 09:00:00 - 10:00:00","45551.3333333333","449 #","448.8360","9,58 ms","9.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 10:00:00 - 11:00:00","45551.3750000000","443 #","443.3297","6,58 ms","6.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 11:00:00 - 12:00:00","45551.4166666667","327 #","326.7852","19 ms","18.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 12:00:00 - 13:00:00","45551.4583333333","601 #","600.9399","23 527 ms","23527.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 13:00:00 - 14:00:00","45551.5000000000","599 #","598.7381","14 ms","13.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 14:00:00 - 15:00:00","45551.5416666667","534 #","534.2217","2,67 ms","2.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 15:00:00 - 16:00:00","45551.5833333333","229 #","229.0672","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 16:00:00 - 17:00:00","45551.6250000000","648 #","648.0579","7,08 ms","7.0833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 17:00:00 - 18:00:00","45551.6666666667","296 #","296.0266","12 ms","12.4167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 18:00:00 - 19:00:00","45551.7083333333","419 #","419.1922","1,25 ms","1.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 19:00:00 - 20:00:00","45551.7500000000","236 #","236.0742","4,33 ms","4.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 20:00:00 - 21:00:00","45551.7916666667","143 #","143.1884","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 21:00:00 - 22:00:00","45551.8333333333","87 #","87.2658","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 22:00:00 - 23:00:00","45551.8750000000","156 #","155.5978","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 23:00:00 - 00:00:00","45551.9166666667","1 420 #","1420.1300","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/09/2024 00:00:00 - 01:00:00","45551.9583333333","2 430 #","2430.1618","67 427 ms","67426.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/09/2024 01:00:00 - 02:00:00","45552.0000000000","2 621 #","2620.9093","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/09/2024 02:00:00 - 03:00:00","45552.0416666667","1 326 #","1326.2341","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/09/2024 03:00:00 - 04:00:00","45552.0833333333","267 #","267.4043","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/09/2024 04:00:00 - 05:00:00","45552.1250000000","392 #","392.2046","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/09/2024 05:00:00 - 06:00:00","45552.1666666667","1 183 #","1182.6754","11 ms","11.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/09/2024 06:00:00 - 07:00:00","45552.2083333333","1 652 #","1652.3273","17 ms","16.8333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/09/2024 07:00:00 - 08:00:00","45552.2500000000","1 240 #","1239.5816","30 ms","29.7500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/09/2024 08:00:00 - 09:00:00","45552.2916666667","888 #","888.0764","23 ms","23.4167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/09/2024 09:00:00 - 10:00:00","45552.3333333333","489 #","488.5434","18 ms","17.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/09/2024 10:00:00 - 11:00:00","45552.3750000000","682 #","681.7898","11 ms","11.4167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/09/2024 11:00:00 - 12:00:00","45552.4166666667","428 #","428.2683","12 ms","11.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/09/2024 12:00:00 - 13:00:00","45552.4583333333","939 #","939.2884","14 ms","13.5556","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/09/2024 13:00:00 - 14:00:00","45552.5000000000","460 #","459.7332","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/09/2024 14:00:00 - 15:00:00","45552.5416666667","559 #","559.2364","4 ms","4.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/09/2024 15:00:00 - 16:00:00","45552.5833333333","318 #","317.7926","24 ms","24.0833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/09/2024 16:00:00 - 17:00:00","45552.6250000000","840 #","840.2619","7,92 ms","7.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/09/2024 17:00:00 - 18:00:00","45552.6666666667","440 #","439.7319","24 ms","23.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/09/2024 18:00:00 - 19:00:00","45552.7083333333","57 #","57.2367","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/09/2024 19:00:00 - 20:00:00","45552.7500000000","54 #","54.3100","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/09/2024 20:00:00 - 21:00:00","45552.7916666667","96 #","95.5574","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/09/2024 21:00:00 - 22:00:00","45552.8333333333","56 #","55.7209","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/09/2024 22:00:00 - 23:00:00","45552.8750000000","125 #","125.0398","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"17/09/2024 23:00:00 - 00:00:00","45552.9166666667","1 543 #","1542.7671","3,92 ms","3.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"18/09/2024 00:00:00 - 01:00:00","45552.9583333333","2 888 #","2887.9491","41 395 ms","41394.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"18/09/2024 01:00:00 - 02:00:00","45553.0000000000","2 817 #","2817.2159","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"18/09/2024 02:00:00 - 03:00:00","45553.0416666667","1 324 #","1324.0417","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"18/09/2024 03:00:00 - 04:00:00","45553.0833333333","360 #","359.5434","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"18/09/2024 04:00:00 - 05:00:00","45553.1250000000","703 #","703.4983","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"18/09/2024 05:00:00 - 06:00:00","45553.1666666667","913 #","913.1250","856 ms","855.5000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"18/09/2024 06:00:00 - 07:00:00","45553.2083333333","899 #","898.5826","3,92 ms","3.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"18/09/2024 07:00:00 - 08:00:00","45553.2500000000","1 665 #","1665.1353","15 ms","15.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"18/09/2024 08:00:00 - 09:00:00","45553.2916666667","589 #","588.6587","6,58 ms","6.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"18/09/2024 09:00:00 - 10:00:00","45553.3333333333","314 #","314.1123","3 ms","3.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"18/09/2024 10:00:00 - 11:00:00","45553.3750000000","310 #","309.6267","8,42 ms","8.4167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"18/09/2024 11:00:00 - 12:00:00","45553.4166666667","423 #","422.5445","6,25 ms","6.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"18/09/2024 12:00:00 - 13:00:00","45553.4583333333","295 #","295.1137","5,33 ms","5.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"18/09/2024 13:00:00 - 14:00:00","45553.5000000000","504 #","504.2083","1,25 ms","1.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"18/09/2024 14:00:00 - 15:00:00","45553.5416666667","305 #","304.9375","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"18/09/2024 15:00:00 - 16:00:00","45553.5833333333","470 #","470.4532","3,92 ms","3.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"18/09/2024 16:00:00 - 17:00:00","45553.6250000000","390 #","390.1089","2,58 ms","2.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"18/09/2024 17:00:00 - 18:00:00","45553.6666666667","359 #","358.5347","6,75 ms","6.7500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"18/09/2024 18:00:00 - 19:00:00","45553.7083333333","558 #","557.7331","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"18/09/2024 19:00:00 - 20:00:00","45553.7500000000","54 #","53.9530","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"18/09/2024 20:00:00 - 21:00:00","45553.7916666667","95 #","94.5869","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"18/09/2024 21:00:00 - 22:00:00","45553.8333333333","60 #","60.0509","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"18/09/2024 22:00:00 - 23:00:00","45553.8750000000","126 #","126.0305","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"18/09/2024 23:00:00 - 00:00:00","45553.9166666667","1 560 #","1560.2188","5,25 ms","5.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"19/09/2024 00:00:00 - 01:00:00","45553.9583333333","2 339 #","2338.7702","91 656 ms","91655.8333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"19/09/2024 01:00:00 - 02:00:00","45554.0000000000","3 002 #","3002.2549","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"19/09/2024 02:00:00 - 03:00:00","45554.0416666667","1 371 #","1370.8936","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"19/09/2024 03:00:00 - 04:00:00","45554.0833333333","592 #","592.4472","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"19/09/2024 04:00:00 - 05:00:00","45554.1250000000","362 #","361.5259","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"19/09/2024 05:00:00 - 06:00:00","45554.1666666667","1 260 #","1260.0165","4 ms","4.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"19/09/2024 06:00:00 - 07:00:00","45554.2083333333","1 208 #","1207.8103","34 ms","34.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"19/09/2024 07:00:00 - 08:00:00","45554.2500000000","1 160 #","1159.7341","14 ms","13.7500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"19/09/2024 08:00:00 - 09:00:00","45554.2916666667","926 #","926.3133","24 ms","24.1667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"19/09/2024 09:00:00 - 10:00:00","45554.3333333333","292 #","292.0390","10 ms","10.4167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"19/09/2024 10:00:00 - 11:00:00","45554.3750000000","323 #","322.9469","4,67 ms","4.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"19/09/2024 11:00:00 - 12:00:00","45554.4166666667","510 #","510.0732","8,25 ms","8.2500","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"19/09/2024 12:00:00 - 13:00:00","45554.4583333333","457 #","457.3813","2,67 ms","2.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"19/09/2024 13:00:00 - 14:00:00","45554.5000000000","366 #","365.5267","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"19/09/2024 14:00:00 - 15:00:00","45554.5416666667","544 #","544.4911","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"19/09/2024 15:00:00 - 16:00:00","45554.5833333333","164 #","163.6425","2,08 ms","2.0833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"19/09/2024 16:00:00 - 17:00:00","45554.6250000000","546 #","546.3016","2,58 ms","2.5833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"19/09/2024 17:00:00 - 18:00:00","45554.6666666667","136 #","136.3214","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"19/09/2024 18:00:00 - 19:00:00","45554.7083333333","110 #","109.9007","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"19/09/2024 19:00:00 - 20:00:00","45554.7500000000","58 #","57.5159","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"19/09/2024 20:00:00 - 21:00:00","45554.7916666667","98 #","97.8569","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"19/09/2024 21:00:00 - 22:00:00","45554.8333333333","56 #","55.5579","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"19/09/2024 22:00:00 - 23:00:00","45554.8750000000","125 #","125.2952","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"19/09/2024 23:00:00 - 00:00:00","45554.9166666667","1 829 #","1829.3245","1,33 ms","1.3333","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/09/2024 00:00:00 - 01:00:00","45554.9583333333","2 462 #","2461.5903","137 307 ms","137307.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/09/2024 01:00:00 - 02:00:00","45555.0000000000","3 199 #","3199.4591","10 ms","10.4167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/09/2024 02:00:00 - 03:00:00","45555.0416666667","1 619 #","1619.2238","3,92 ms","3.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/09/2024 03:00:00 - 04:00:00","45555.0833333333","110 #","109.6077","0 ms","0.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/09/2024 04:00:00 - 05:00:00","45555.1250000000","365 #","365.2091","3,08 ms","3.0833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/09/2024 05:00:00 - 06:00:00","45555.1666666667","1 154 #","1154.0433","12 ms","11.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/09/2024 06:00:00 - 07:00:00","45555.2083333333","1 417 #","1416.9283","36 ms","36.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/09/2024 07:00:00 - 08:00:00","45555.2500000000","1 421 #","1420.6310","28 ms","28.4167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/09/2024 08:00:00 - 09:00:00","45555.2916666667","965 #","965.0287","11 ms","10.6667","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/09/2024 09:00:00 - 10:00:00","45555.3333333333","407 #","406.5164","11 ms","11.0000","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/09/2024 10:00:00 - 11:00:00","45555.3750000000","540 #","539.8988","8,08 ms","8.0833","0 #","0.0000","0 %","0.0000","100 %","0000010000"
"20/09/2024 11:00:00 - 12:00:00","45555.4166666667","452 #","452.2166","28 ms","27.9167","0 #","0.0000","0 %","0.0000","100 %","0000010000"
