"Date et heure","Date et heure(RAW)","Mémoire de connexion","Mémoire de connexion(RAW)","Mémoire de l'optimiseur","Mémoire de l'optimiseur(RAW)","Mémoire totale du serveur","Mémoire totale du serveur(RAW)","Mémoire du serveur cible","Mémoire du serveur cible(RAW)","Mémoire du cache SQL","Mémoire du cache SQL(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"02/11/2024 08:00:00 - 09:00:00","45598.3333333333","1 341 Ko","1340.6667","1 584 Ko","1584.0000","55 294 677 Ko","55294677.3333","55 296 000 Ko","55296000.0000","38 498 Ko","38498.0000","0 %","0.0000","100 %","0000010000"
"02/11/2024 09:00:00 - 10:00:00","45598.3750000000","1 344 Ko","1344.0000","1 584 Ko","1584.0000","55 294 826 Ko","55294826.0000","55 296 000 Ko","55296000.0000","38 617 Ko","38617.3333","0 %","0.0000","100 %","0000010000"
"02/11/2024 10:00:00 - 11:00:00","45598.4166666667","1 306 Ko","1306.0000","1 584 Ko","1584.0000","55 295 705 Ko","55295704.6667","55 296 000 Ko","55296000.0000","38 759 Ko","38759.3333","0 %","0.0000","100 %","0000010000"
"02/11/2024 11:00:00 - 12:00:00","45598.4583333333","1 321 Ko","1320.6667","1 584 Ko","1584.0000","55 292 447 Ko","55292447.3333","55 296 000 Ko","55296000.0000","38 816 Ko","38816.0000","0 %","0.0000","100 %","0000010000"
"02/11/2024 12:00:00 - 13:00:00","45598.5000000000","1 309 Ko","1309.3333","1 584 Ko","1584.0000","55 295 449 Ko","55295449.3333","55 296 000 Ko","55296000.0000","38 824 Ko","38824.0000","0 %","0.0000","100 %","0000010000"
"02/11/2024 13:00:00 - 14:00:00","45598.5416666667","1 315 Ko","1315.3333","1 584 Ko","1584.0000","55 295 575 Ko","55295575.3333","55 296 000 Ko","55296000.0000","39 032 Ko","39032.0000","0 %","0.0000","100 %","0000010000"
"02/11/2024 14:00:00 - 15:00:00","45598.5833333333","1 317 Ko","1317.3333","1 584 Ko","1584.0000","55 288 846 Ko","55288846.0000","55 296 000 Ko","55296000.0000","39 063 Ko","39063.3333","0 %","0.0000","100 %","0000010000"
"02/11/2024 15:00:00 - 16:00:00","45598.6250000000","1 316 Ko","1316.0000","1 584 Ko","1584.0000","55 295 815 Ko","55295815.3333","55 296 000 Ko","55296000.0000","39 088 Ko","39088.0000","0 %","0.0000","100 %","0000010000"
"02/11/2024 16:00:00 - 17:00:00","45598.6666666667","1 314 Ko","1314.0000","1 584 Ko","1584.0000","55 295 678 Ko","55295678.0000","55 296 000 Ko","55296000.0000","39 119 Ko","39119.3333","0 %","0.0000","100 %","0000010000"
"02/11/2024 17:00:00 - 18:00:00","45598.7083333333","1 297 Ko","1297.3333","1 584 Ko","1584.0000","55 295 779 Ko","55295779.3333","55 296 000 Ko","55296000.0000","39 120 Ko","39120.0000","0 %","0.0000","100 %","0000010000"
"02/11/2024 18:00:00 - 19:00:00","45598.7500000000","1 244 Ko","1244.0000","1 584 Ko","1584.0000","55 295 715 Ko","55295715.3333","55 296 000 Ko","55296000.0000","39 120 Ko","39120.0000","0 %","0.0000","100 %","0000010000"
"02/11/2024 19:00:00 - 20:00:00","45598.7916666667","1 233 Ko","1233.3333","1 584 Ko","1584.0000","55 295 211 Ko","55295211.3333","55 296 000 Ko","55296000.0000","39 127 Ko","39127.3333","0 %","0.0000","100 %","0000010000"
"02/11/2024 20:00:00 - 21:00:00","45598.8333333333","1 218 Ko","1218.0000","1 584 Ko","1584.0000","55 295 273 Ko","55295273.3333","55 296 000 Ko","55296000.0000","39 128 Ko","39128.0000","0 %","0.0000","100 %","0000010000"
"02/11/2024 21:00:00 - 22:00:00","45598.8750000000","1 221 Ko","1220.6667","1 584 Ko","1584.0000","55 295 833 Ko","55295833.3333","55 296 000 Ko","55296000.0000","39 128 Ko","39128.0000","0 %","0.0000","100 %","0000010000"
"02/11/2024 22:00:00 - 23:00:00","45598.9166666667","1 239 Ko","1238.6667","1 584 Ko","1584.0000","55 295 937 Ko","55295936.6667","55 296 000 Ko","55296000.0000","39 129 Ko","39128.6667","0 %","0.0000","100 %","0000010000"
"02/11/2024 23:00:00 - 00:00:00","45598.9583333333","1 261 Ko","1261.3333","1 579 Ko","1579.3333","55 295 789 Ko","55295788.6667","55 296 000 Ko","55296000.0000","39 215 Ko","39215.3333","0 %","0.0000","100 %","0000010000"
"03/11/2024 00:00:00 - 01:00:00","45599.0000000000","1 427 Ko","1426.6667","1 568 Ko","1568.0000","55 295 115 Ko","55295115.3333","55 296 000 Ko","55296000.0000","36 088 Ko","36088.0000","0 %","0.0000","100 %","0000010000"
"03/11/2024 01:00:00 - 02:00:00","45599.0416666667","1 457 Ko","1457.3333","1 568 Ko","1568.0000","55 295 912 Ko","55295912.0000","55 296 000 Ko","55296000.0000","36 088 Ko","36088.0000","0 %","0.0000","100 %","0000010000"
"03/11/2024 02:00:00 - 03:00:00","45599.0833333333","1 433 Ko","1433.3333","1 568 Ko","1568.0000","55 295 828 Ko","55295828.0000","55 296 000 Ko","55296000.0000","36 088 Ko","36088.0000","0 %","0.0000","100 %","0000010000"
"03/11/2024 03:00:00 - 04:00:00","45599.1250000000","1 341 Ko","1340.6667","1 568 Ko","1568.0000","55 295 320 Ko","55295320.0000","55 296 000 Ko","55296000.0000","36 088 Ko","36088.0000","0 %","0.0000","100 %","0000010000"
"03/11/2024 04:00:00 - 05:00:00","45599.1666666667","1 343 Ko","1342.6667","1 568 Ko","1568.0000","55 293 751 Ko","55293750.6667","55 296 000 Ko","55296000.0000","36 088 Ko","36088.0000","0 %","0.0000","100 %","0000010000"
"03/11/2024 05:00:00 - 06:00:00","45599.2083333333","1 344 Ko","1344.0000","1 568 Ko","1568.0000","55 289 919 Ko","55289918.6667","55 296 000 Ko","55296000.0000","36 088 Ko","36088.0000","0 %","0.0000","100 %","0000010000"
"03/11/2024 06:00:00 - 07:00:00","45599.2500000000","1 351 Ko","1350.6667","1 568 Ko","1568.0000","55 294 963 Ko","55294963.3333","55 296 000 Ko","55296000.0000","36 161 Ko","36161.3333","0 %","0.0000","100 %","0000010000"
"03/11/2024 07:00:00 - 08:00:00","45599.2916666667","1 343 Ko","1343.3333","1 568 Ko","1568.0000","55 295 656 Ko","55295656.0000","55 296 000 Ko","55296000.0000","36 176 Ko","36176.0000","0 %","0.0000","100 %","0000010000"
"03/11/2024 08:00:00 - 09:00:00","45599.3333333333","1 339 Ko","1338.6667","1 568 Ko","1568.0000","55 291 924 Ko","55291924.0000","55 296 000 Ko","55296000.0000","36 176 Ko","36176.0000","0 %","0.0000","100 %","0000010000"
"03/11/2024 09:00:00 - 10:00:00","45599.3750000000","1 341 Ko","1340.6667","1 568 Ko","1568.0000","55 289 492 Ko","55289492.0000","55 296 000 Ko","55296000.0000","36 176 Ko","36176.0000","0 %","0.0000","100 %","0000010000"
"03/11/2024 10:00:00 - 11:00:00","45599.4166666667","1 347 Ko","1346.6667","1 565 Ko","1564.6667","55 292 554 Ko","55292554.0000","55 296 000 Ko","55296000.0000","36 176 Ko","36176.0000","0 %","0.0000","100 %","0000010000"
"03/11/2024 11:00:00 - 12:00:00","45599.4583333333","1 329 Ko","1328.6667","1 560 Ko","1560.0000","55 288 827 Ko","55288826.6667","55 296 000 Ko","55296000.0000","36 176 Ko","36176.0000","0 %","0.0000","100 %","0000010000"
"03/11/2024 12:00:00 - 13:00:00","45599.5000000000","1 426 Ko","1426.0000","1 560 Ko","1560.0000","55 288 703 Ko","55288703.3333","55 296 000 Ko","55296000.0000","36 176 Ko","36176.0000","0 %","0.0000","100 %","0000010000"
"03/11/2024 13:00:00 - 14:00:00","45599.5416666667","1 381 Ko","1380.6667","1 560 Ko","1560.0000","55 291 747 Ko","55291746.6667","55 296 000 Ko","55296000.0000","36 177 Ko","36177.3333","0 %","0.0000","100 %","0000010000"
"03/11/2024 14:00:00 - 15:00:00","45599.5833333333","1 379 Ko","1379.3333","1 560 Ko","1560.0000","55 288 991 Ko","55288991.3333","55 296 000 Ko","55296000.0000","36 184 Ko","36184.0000","0 %","0.0000","100 %","0000010000"
"03/11/2024 15:00:00 - 16:00:00","45599.6250000000","1 379 Ko","1379.3333","1 560 Ko","1560.0000","55 288 441 Ko","55288441.3333","55 296 000 Ko","55296000.0000","36 184 Ko","36184.0000","0 %","0.0000","100 %","0000010000"
"03/11/2024 16:00:00 - 17:00:00","45599.6666666667","1 386 Ko","1386.0000","1 560 Ko","1560.0000","55 289 664 Ko","55289664.0000","55 296 000 Ko","55296000.0000","36 184 Ko","36184.0000","0 %","0.0000","100 %","0000010000"
"03/11/2024 17:00:00 - 18:00:00","45599.7083333333","1 382 Ko","1382.0000","1 560 Ko","1560.0000","55 289 752 Ko","55289752.0000","55 296 000 Ko","55296000.0000","36 184 Ko","36184.0000","0 %","0.0000","100 %","0000010000"
"03/11/2024 18:00:00 - 19:00:00","45599.7500000000","1 382 Ko","1382.0000","1 560 Ko","1560.0000","55 295 175 Ko","55295174.6667","55 296 000 Ko","55296000.0000","36 211 Ko","36211.3333","0 %","0.0000","100 %","0000010000"
"03/11/2024 19:00:00 - 20:00:00","45599.7916666667","1 385 Ko","1384.6667","1 560 Ko","1560.0000","55 295 680 Ko","55295680.0000","55 296 000 Ko","55296000.0000","36 216 Ko","36216.0000","0 %","0.0000","100 %","0000010000"
"03/11/2024 20:00:00 - 21:00:00","45599.8333333333","1 378 Ko","1378.0000","1 560 Ko","1560.0000","55 295 684 Ko","55295684.0000","55 296 000 Ko","55296000.0000","36 216 Ko","36216.0000","0 %","0.0000","100 %","0000010000"
"03/11/2024 21:00:00 - 22:00:00","45599.8750000000","1 386 Ko","1386.0000","1 560 Ko","1560.0000","55 288 675 Ko","55288675.3333","55 296 000 Ko","55296000.0000","36 216 Ko","36216.0000","0 %","0.0000","100 %","0000010000"
"03/11/2024 22:00:00 - 23:00:00","45599.9166666667","1 380 Ko","1380.0000","1 560 Ko","1560.0000","55 289 619 Ko","55289618.6667","55 296 000 Ko","55296000.0000","36 235 Ko","36235.3333","0 %","0.0000","100 %","0000010000"
"03/11/2024 23:00:00 - 00:00:00","45599.9583333333","1 387 Ko","1386.6667","1 560 Ko","1560.0000","55 291 958 Ko","55291958.0000","55 296 000 Ko","55296000.0000","36 541 Ko","36541.3333","0 %","0.0000","100 %","0000010000"
"04/11/2024 00:00:00 - 01:00:00","45600.0000000000","1 491 Ko","1490.6667","1 560 Ko","1560.0000","55 295 925 Ko","55295924.6667","55 296 000 Ko","55296000.0000","28 233 Ko","28232.6667","0 %","0.0000","100 %","0000010000"
"04/11/2024 01:00:00 - 02:00:00","45600.0416666667","1 395 Ko","1394.6667","1 560 Ko","1560.0000","55 295 703 Ko","55295702.6667","55 296 000 Ko","55296000.0000","27 424 Ko","27424.0000","0 %","0.0000","100 %","0000010000"
"04/11/2024 02:00:00 - 03:00:00","45600.0833333333","1 401 Ko","1400.6667","1 560 Ko","1560.0000","55 295 515 Ko","55295515.3333","55 296 000 Ko","55296000.0000","27 424 Ko","27424.0000","0 %","0.0000","100 %","0000010000"
"04/11/2024 03:00:00 - 04:00:00","45600.1250000000","1 329 Ko","1329.3333","1 560 Ko","1560.0000","55 295 927 Ko","55295926.6667","55 296 000 Ko","55296000.0000","27 424 Ko","27424.0000","0 %","0.0000","100 %","0000010000"
"04/11/2024 04:00:00 - 05:00:00","45600.1666666667","1 318 Ko","1318.0000","1 560 Ko","1560.0000","55 295 751 Ko","55295750.6667","55 296 000 Ko","55296000.0000","27 424 Ko","27424.0000","0 %","0.0000","100 %","0000010000"
"04/11/2024 05:00:00 - 06:00:00","45600.2083333333","1 373 Ko","1372.6667","1 556 Ko","1556.0000","55 295 699 Ko","55295698.6667","55 296 000 Ko","55296000.0000","27 674 Ko","27674.0000","0 %","0.0000","100 %","0000010000"
"04/11/2024 06:00:00 - 07:00:00","45600.2500000000","1 366 Ko","1366.0000","1 552 Ko","1552.0000","55 295 863 Ko","55295862.6667","55 296 000 Ko","55296000.0000","31 020 Ko","31020.0000","0 %","0.0000","100 %","0000010000"
"04/11/2024 07:00:00 - 08:00:00","45600.2916666667","1 330 Ko","1330.0000","1 560 Ko","1560.0000","55 295 905 Ko","55295905.3333","55 296 000 Ko","55296000.0000","36 245 Ko","36244.6667","0 %","0.0000","100 %","0000010000"
"04/11/2024 08:00:00 - 09:00:00","45600.3333333333","1 261 Ko","1261.3333","1 608 Ko","1608.0000","55 295 845 Ko","55295844.6667","55 296 000 Ko","55296000.0000","41 409 Ko","41408.6667","0 %","0.0000","100 %","0000010000"
"04/11/2024 09:00:00 - 10:00:00","45600.3750000000","1 216 Ko","1216.0000","1 656 Ko","1656.0000","55 295 921 Ko","55295920.6667","55 296 000 Ko","55296000.0000","44 219 Ko","44219.3333","0 %","0.0000","100 %","0000010000"
"04/11/2024 10:00:00 - 11:00:00","45600.4166666667","1 249 Ko","1248.6667","1 656 Ko","1656.0000","55 294 649 Ko","55294648.6667","55 296 000 Ko","55296000.0000","47 176 Ko","47176.0000","0 %","0.0000","100 %","0000010000"
"04/11/2024 11:00:00 - 12:00:00","45600.4583333333","1 416 Ko","1416.0000","1 656 Ko","1656.0000","55 295 392 Ko","55295392.0000","55 296 000 Ko","55296000.0000","52 647 Ko","52646.6667","0 %","0.0000","100 %","0000010000"
"04/11/2024 12:00:00 - 13:00:00","45600.5000000000","1 419 Ko","1418.6667","15 367 Ko","15366.6667","55 295 856 Ko","55295856.0000","55 296 000 Ko","55296000.0000","54 666 Ko","54666.0000","0 %","0.0000","100 %","0000010000"
"04/11/2024 13:00:00 - 14:00:00","45600.5416666667","1 434 Ko","1434.0000","1 656 Ko","1656.0000","55 295 947 Ko","55295947.3333","55 296 000 Ko","55296000.0000","54 983 Ko","54982.6667","0 %","0.0000","100 %","0000010000"
"04/11/2024 14:00:00 - 15:00:00","45600.5833333333","1 502 Ko","1501.7143","1 656 Ko","1656.0000","55 297 200 Ko","55297200.0000","55 296 000 Ko","55296000.0000","55 787 Ko","55786.8571","0 %","0.0000","100 %","0000010000"
"04/11/2024 15:00:00 - 16:00:00","45600.6250000000","1 423 Ko","1423.3846","1 656 Ko","1656.0000","55 296 120 Ko","55296120.0000","55 296 000 Ko","55296000.0000","56 811 Ko","56811.0769","0 %","0.0000","100 %","0000010000"
"04/11/2024 16:00:00 - 17:00:00","45600.6666666667","1 437 Ko","1436.6667","1 660 Ko","1660.0000","55 295 519 Ko","55295518.6667","55 296 000 Ko","55296000.0000","58 733 Ko","58732.6667","0 %","0.0000","100 %","0000010000"
"04/11/2024 17:00:00 - 18:00:00","45600.7083333333","1 398 Ko","1398.0000","1 671 Ko","1671.3333","55 298 043 Ko","55298042.6667","55 296 000 Ko","55296000.0000","60 401 Ko","60401.3333","0 %","0.0000","100 %","0000010000"
"04/11/2024 18:00:00 - 19:00:00","45600.7500000000","1 407 Ko","1407.3333","1 672 Ko","1672.0000","55 290 761 Ko","55290760.6667","55 296 000 Ko","55296000.0000","61 137 Ko","61136.6667","0 %","0.0000","100 %","0000010000"
"04/11/2024 19:00:00 - 20:00:00","45600.7916666667","1 367 Ko","1366.6667","1 672 Ko","1672.0000","55 295 659 Ko","55295659.3333","55 296 000 Ko","55296000.0000","61 263 Ko","61263.3333","0 %","0.0000","100 %","0000010000"
"04/11/2024 20:00:00 - 21:00:00","45600.8333333333","1 357 Ko","1357.3333","1 672 Ko","1672.0000","55 295 992 Ko","55295992.0000","55 296 000 Ko","55296000.0000","61 272 Ko","61272.0000","0 %","0.0000","100 %","0000010000"
"04/11/2024 21:00:00 - 22:00:00","45600.8750000000","1 469 Ko","1468.6667","1 672 Ko","1672.0000","55 295 949 Ko","55295949.3333","55 296 000 Ko","55296000.0000","61 296 Ko","61296.0000","0 %","0.0000","100 %","0000010000"
"04/11/2024 22:00:00 - 23:00:00","45600.9166666667","1 540 Ko","1540.0000","1 672 Ko","1672.0000","55 292 452 Ko","55292452.0000","55 296 000 Ko","55296000.0000","61 298 Ko","61298.0000","0 %","0.0000","100 %","0000010000"
"04/11/2024 23:00:00 - 00:00:00","45600.9583333333","1 594 Ko","1594.0000","4 735 Ko","4734.6667","55 295 999 Ko","55295999.3333","55 296 000 Ko","55296000.0000","61 485 Ko","61484.6667","0 %","0.0000","100 %","0000010000"
"05/11/2024 00:00:00 - 01:00:00","45601.0000000000","1 684 Ko","1684.0000","1 672 Ko","1672.0000","55 295 997 Ko","55295997.3333","55 296 000 Ko","55296000.0000","61 559 Ko","61559.3333","0 %","0.0000","100 %","0000010000"
"05/11/2024 01:00:00 - 02:00:00","45601.0416666667","1 665 Ko","1665.3333","1 664 Ko","1664.0000","55 295 727 Ko","55295726.6667","55 296 000 Ko","55296000.0000","61 598 Ko","61598.0000","0 %","0.0000","100 %","0000010000"
"05/11/2024 02:00:00 - 03:00:00","45601.0833333333","1 595 Ko","1595.3333","1 689 Ko","1688.6667","55 295 640 Ko","55295640.0000","55 296 000 Ko","55296000.0000","61 624 Ko","61624.0000","0 %","0.0000","100 %","0000010000"
"05/11/2024 03:00:00 - 04:00:00","45601.1250000000","1 508 Ko","1508.0000","1 648 Ko","1648.0000","55 295 200 Ko","55295200.0000","55 296 000 Ko","55296000.0000","61 624 Ko","61624.0000","0 %","0.0000","100 %","0000010000"
"05/11/2024 04:00:00 - 05:00:00","45601.1666666667","1 345 Ko","1344.6667","1 648 Ko","1648.0000","55 295 185 Ko","55295185.3333","55 296 000 Ko","55296000.0000","61 625 Ko","61624.6667","0 %","0.0000","100 %","0000010000"
"05/11/2024 05:00:00 - 06:00:00","45601.2083333333","1 404 Ko","1404.0000","1 644 Ko","1644.0000","55 295 992 Ko","55295992.0000","55 296 000 Ko","55296000.0000","63 605 Ko","63605.3333","0 %","0.0000","100 %","0000010000"
"05/11/2024 06:00:00 - 07:00:00","45601.2500000000","1 357 Ko","1357.3333","1 647 Ko","1646.6667","55 295 965 Ko","55295964.6667","55 296 000 Ko","55296000.0000","68 465 Ko","68465.3333","0 %","0.0000","100 %","0000010000"
"05/11/2024 07:00:00 - 08:00:00","45601.2916666667","1 387 Ko","1387.3333","3 793 Ko","3793.3333","55 295 728 Ko","55295728.0000","55 296 000 Ko","55296000.0000","72 491 Ko","72491.3333","0 %","0.0000","100 %","0000010000"
"05/11/2024 08:00:00 - 09:00:00","45601.3333333333","1 379 Ko","1379.3333","1 663 Ko","1662.6667","55 294 989 Ko","55294989.3333","55 296 000 Ko","55296000.0000","76 972 Ko","76972.0000","0 %","0.0000","100 %","0000010000"
"05/11/2024 09:00:00 - 10:00:00","45601.3750000000","1 382 Ko","1382.0000","1 640 Ko","1640.0000","55 295 341 Ko","55295340.6667","55 296 000 Ko","55296000.0000","81 317 Ko","81317.3333","0 %","0.0000","100 %","0000010000"
"05/11/2024 10:00:00 - 11:00:00","45601.4166666667","1 365 Ko","1364.6667","1 647 Ko","1647.3333","55 295 951 Ko","55295951.3333","55 296 000 Ko","55296000.0000","84 460 Ko","84460.0000","0 %","0.0000","100 %","0000010000"
"05/11/2024 11:00:00 - 12:00:00","45601.4583333333","1 366 Ko","1366.0000","1 665 Ko","1665.3333","55 295 821 Ko","55295820.6667","55 296 000 Ko","55296000.0000","85 595 Ko","85594.6667","0 %","0.0000","100 %","0000010000"
"05/11/2024 12:00:00 - 13:00:00","45601.5000000000","1 342 Ko","1342.0000","1 672 Ko","1672.0000","55 295 841 Ko","55295841.3333","55 296 000 Ko","55296000.0000","86 741 Ko","86741.3333","0 %","0.0000","100 %","0000010000"
"05/11/2024 13:00:00 - 14:00:00","45601.5416666667","1 346 Ko","1346.0000","1 672 Ko","1672.0000","55 296 021 Ko","55296020.6667","55 296 000 Ko","55296000.0000","86 962 Ko","86962.0000","0 %","0.0000","100 %","0000010000"
"05/11/2024 14:00:00 - 15:00:00","45601.5833333333","1 355 Ko","1354.6667","1 672 Ko","1672.0000","55 296 071 Ko","55296070.6667","55 296 000 Ko","55296000.0000","88 570 Ko","88570.0000","0 %","0.0000","100 %","0000010000"
"05/11/2024 15:00:00 - 16:00:00","45601.6250000000","1 332 Ko","1332.0000","1 672 Ko","1672.0000","55 295 991 Ko","55295991.3333","55 296 000 Ko","55296000.0000","91 295 Ko","91295.3333","0 %","0.0000","100 %","0000010000"
"05/11/2024 16:00:00 - 17:00:00","45601.6666666667","1 345 Ko","1345.3333","1 672 Ko","1672.0000","55 296 357 Ko","55296356.6667","55 296 000 Ko","55296000.0000","92 891 Ko","92890.6667","0 %","0.0000","100 %","0000010000"
"05/11/2024 17:00:00 - 18:00:00","45601.7083333333","1 336 Ko","1336.0000","1 672 Ko","1672.0000","55 296 086 Ko","55296086.0000","55 296 000 Ko","55296000.0000","99 086 Ko","99086.0000","0 %","0.0000","100 %","0000010000"
"05/11/2024 18:00:00 - 19:00:00","45601.7500000000","1 339 Ko","1338.6667","1 672 Ko","1672.0000","55 296 027 Ko","55296027.3333","55 296 000 Ko","55296000.0000","100 321 Ko","100321.3333","0 %","0.0000","100 %","0000010000"
"05/11/2024 19:00:00 - 20:00:00","45601.7916666667","1 325 Ko","1324.6667","1 672 Ko","1672.0000","55 295 977 Ko","55295976.6667","55 296 000 Ko","55296000.0000","100 519 Ko","100519.3333","0 %","0.0000","100 %","0000010000"
"05/11/2024 20:00:00 - 21:00:00","45601.8333333333","1 317 Ko","1317.3333","1 672 Ko","1672.0000","55 295 981 Ko","55295981.3333","55 296 000 Ko","55296000.0000","100 520 Ko","100520.0000","0 %","0.0000","100 %","0000010000"
"05/11/2024 21:00:00 - 22:00:00","45601.8750000000","1 283 Ko","1283.3333","1 672 Ko","1672.0000","55 295 316 Ko","55295316.0000","55 296 000 Ko","55296000.0000","100 520 Ko","100520.0000","0 %","0.0000","100 %","0000010000"
"05/11/2024 22:00:00 - 23:00:00","45601.9166666667","1 306 Ko","1306.0000","1 672 Ko","1672.0000","55 291 812 Ko","55291812.0000","55 296 000 Ko","55296000.0000","100 740 Ko","100740.0000","0 %","0.0000","100 %","0000010000"
"05/11/2024 23:00:00 - 00:00:00","45601.9583333333","1 357 Ko","1357.3333","1 689 Ko","1689.3333","55 297 504 Ko","55297504.0000","55 296 000 Ko","55296000.0000","100 891 Ko","100890.6667","0 %","0.0000","100 %","0000010000"
"06/11/2024 00:00:00 - 01:00:00","45602.0000000000","1 453 Ko","1453.3333","1 672 Ko","1672.0000","55 296 043 Ko","55296042.6667","55 296 000 Ko","55296000.0000","100 925 Ko","100925.3333","0 %","0.0000","100 %","0000010000"
"06/11/2024 01:00:00 - 02:00:00","45602.0416666667","1 429 Ko","1428.6667","1 672 Ko","1672.0000","55 296 035 Ko","55296034.6667","55 296 000 Ko","55296000.0000","100 959 Ko","100958.6667","0 %","0.0000","100 %","0000010000"
"06/11/2024 02:00:00 - 03:00:00","45602.0833333333","1 411 Ko","1410.6667","1 663 Ko","1662.6667","55 295 803 Ko","55295803.3333","55 296 000 Ko","55296000.0000","100 985 Ko","100984.6667","0 %","0.0000","100 %","0000010000"
"06/11/2024 03:00:00 - 04:00:00","45602.1250000000","1 297 Ko","1296.6667","1 648 Ko","1648.0000","55 289 365 Ko","55289364.6667","55 296 000 Ko","55296000.0000","100 984 Ko","100984.0000","0 %","0.0000","100 %","0000010000"
"06/11/2024 04:00:00 - 05:00:00","45602.1666666667","1 282 Ko","1282.0000","1 689 Ko","1689.3333","55 295 455 Ko","55295455.3333","55 296 000 Ko","55296000.0000","102 037 Ko","102036.6667","0 %","0.0000","100 %","0000010000"
"06/11/2024 05:00:00 - 06:00:00","45602.2083333333","1 289 Ko","1288.6667","1 648 Ko","1648.0000","55 295 812 Ko","55295812.0000","55 296 000 Ko","55296000.0000","103 841 Ko","103840.6667","0 %","0.0000","100 %","0000010000"
"06/11/2024 06:00:00 - 07:00:00","45602.2500000000","1 249 Ko","1249.3333","1 648 Ko","1648.0000","55 295 383 Ko","55295382.6667","55 296 000 Ko","55296000.0000","106 061 Ko","106061.3333","0 %","0.0000","100 %","0000010000"
"06/11/2024 07:00:00 - 08:00:00","45602.2916666667","1 263 Ko","1263.3333","1 647 Ko","1647.3333","55 295 889 Ko","55295889.3333","55 296 000 Ko","55296000.0000","111 241 Ko","111240.6667","0 %","0.0000","100 %","0000010000"
"06/11/2024 08:00:00 - 09:00:00","45602.3333333333","1 241 Ko","1240.6667","4 885 Ko","4885.3333","55 295 851 Ko","55295850.6667","55 296 000 Ko","55296000.0000","113 790 Ko","113790.0000","0 %","0.0000","100 %","0000010000"
"06/11/2024 09:00:00 - 10:00:00","45602.3750000000","1 192 Ko","1192.0000","1 654 Ko","1654.0000","55 296 003 Ko","55296003.3333","55 296 000 Ko","55296000.0000","114 835 Ko","114834.6667","0 %","0.0000","100 %","0000010000"
"06/11/2024 10:00:00 - 11:00:00","45602.4166666667","1 222 Ko","1222.0000","1 680 Ko","1680.0000","55 294 726 Ko","55294726.0000","55 296 000 Ko","55296000.0000","116 255 Ko","116255.3333","0 %","0.0000","100 %","0000010000"
"06/11/2024 11:00:00 - 12:00:00","45602.4583333333","1 317 Ko","1316.6667","1 682 Ko","1682.0000","55 293 431 Ko","55293431.3333","55 296 000 Ko","55296000.0000","118 046 Ko","118046.0000","0 %","0.0000","100 %","0000010000"
"06/11/2024 12:00:00 - 13:00:00","45602.5000000000","1 341 Ko","1341.3333","1 689 Ko","1688.6667","55 298 615 Ko","55298614.6667","55 296 000 Ko","55296000.0000","119 080 Ko","119080.0000","0 %","0.0000","100 %","0000010000"
"06/11/2024 13:00:00 - 14:00:00","45602.5416666667","1 339 Ko","1338.6667","1 688 Ko","1688.0000","55 294 754 Ko","55294754.0000","55 296 000 Ko","55296000.0000","119 277 Ko","119277.3333","0 %","0.0000","100 %","0000010000"
"06/11/2024 14:00:00 - 15:00:00","45602.5833333333","1 369 Ko","1369.3333","1 688 Ko","1688.0000","55 295 820 Ko","55295820.0000","55 296 000 Ko","55296000.0000","119 427 Ko","119426.6667","0 %","0.0000","100 %","0000010000"
"06/11/2024 15:00:00 - 16:00:00","45602.6250000000","1 346 Ko","1346.0000","1 688 Ko","1688.0000","55 295 896 Ko","55295896.0000","55 296 000 Ko","55296000.0000","119 884 Ko","119884.0000","0 %","0.0000","100 %","0000010000"
"06/11/2024 16:00:00 - 17:00:00","45602.6666666667","1 355 Ko","1354.6667","1 688 Ko","1688.0000","55 295 803 Ko","55295803.3333","55 296 000 Ko","55296000.0000","120 693 Ko","120693.3333","0 %","0.0000","100 %","0000010000"
"06/11/2024 17:00:00 - 18:00:00","45602.7083333333","1 357 Ko","1356.6667","1 688 Ko","1688.0000","55 295 817 Ko","55295817.3333","55 296 000 Ko","55296000.0000","121 387 Ko","121386.6667","0 %","0.0000","100 %","0000010000"
"06/11/2024 18:00:00 - 19:00:00","45602.7500000000","1 349 Ko","1348.6667","1 688 Ko","1688.0000","55 295 936 Ko","55295936.0000","55 296 000 Ko","55296000.0000","121 725 Ko","121725.3333","0 %","0.0000","100 %","0000010000"
"06/11/2024 19:00:00 - 20:00:00","45602.7916666667","1 349 Ko","1348.6667","1 688 Ko","1688.0000","55 295 943 Ko","55295942.6667","55 296 000 Ko","55296000.0000","121 967 Ko","121966.6667","0 %","0.0000","100 %","0000010000"
"06/11/2024 20:00:00 - 21:00:00","45602.8333333333","1 337 Ko","1337.3333","1 688 Ko","1688.0000","55 295 969 Ko","55295969.3333","55 296 000 Ko","55296000.0000","121 969 Ko","121968.6667","0 %","0.0000","100 %","0000010000"
"06/11/2024 21:00:00 - 22:00:00","45602.8750000000","1 334 Ko","1334.0000","1 688 Ko","1688.0000","55 288 488 Ko","55288488.0000","55 296 000 Ko","55296000.0000","121 976 Ko","121976.0000","0 %","0.0000","100 %","0000010000"
