"Date et heure","Date et heure(RAW)","Total","Total(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"13/10/2024 19:00:00 - 20:00:00","45578.7500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 20:00:00 - 21:00:00","45578.7916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 21:00:00 - 22:00:00","45578.8333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 22:00:00 - 23:00:00","45578.8750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"13/10/2024 23:00:00 - 00:00:00","45578.9166666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 00:00:00 - 01:00:00","45578.9583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 01:00:00 - 02:00:00","45579.0000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 02:00:00 - 03:00:00","45579.0416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 03:00:00 - 04:00:00","45579.0833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 04:00:00 - 05:00:00","45579.1250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 05:00:00 - 06:00:00","45579.1666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 06:00:00 - 07:00:00","45579.2083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 07:00:00 - 08:00:00","45579.2500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 08:00:00 - 09:00:00","45579.2916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 09:00:00 - 10:00:00","45579.3333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 10:00:00 - 11:00:00","45579.3750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 11:00:00 - 12:00:00","45579.4166666667","3 %","2.6667","0 %","0.0000","100 %","0000010000"
"14/10/2024 12:00:00 - 13:00:00","45579.4583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 13:00:00 - 14:00:00","45579.5000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 14:00:00 - 15:00:00","45579.5416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 15:00:00 - 16:00:00","45579.5833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 16:00:00 - 17:00:00","45579.6250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 17:00:00 - 18:00:00","45579.6666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 18:00:00 - 19:00:00","45579.7083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 19:00:00 - 20:00:00","45579.7500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 20:00:00 - 21:00:00","45579.7916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 21:00:00 - 22:00:00","45579.8333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 22:00:00 - 23:00:00","45579.8750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"14/10/2024 23:00:00 - 00:00:00","45579.9166666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 00:00:00 - 01:00:00","45579.9583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 01:00:00 - 02:00:00","45580.0000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 02:00:00 - 03:00:00","45580.0416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 03:00:00 - 04:00:00","45580.0833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 04:00:00 - 05:00:00","45580.1250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 05:00:00 - 06:00:00","45580.1666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 06:00:00 - 07:00:00","45580.2083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 07:00:00 - 08:00:00","45580.2500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 08:00:00 - 09:00:00","45580.2916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 09:00:00 - 10:00:00","45580.3333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 10:00:00 - 11:00:00","45580.3750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 11:00:00 - 12:00:00","45580.4166666667","3 %","2.8333","0 %","0.0000","100 %","0000010000"
"15/10/2024 12:00:00 - 13:00:00","45580.4583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 13:00:00 - 14:00:00","45580.5000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 14:00:00 - 15:00:00","45580.5416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 15:00:00 - 16:00:00","45580.5833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 16:00:00 - 17:00:00","45580.6250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 17:00:00 - 18:00:00","45580.6666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 18:00:00 - 19:00:00","45580.7083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 19:00:00 - 20:00:00","45580.7500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 20:00:00 - 21:00:00","45580.7916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 21:00:00 - 22:00:00","45580.8333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 22:00:00 - 23:00:00","45580.8750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"15/10/2024 23:00:00 - 00:00:00","45580.9166666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 00:00:00 - 01:00:00","45580.9583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 01:00:00 - 02:00:00","45581.0000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 02:00:00 - 03:00:00","45581.0416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 03:00:00 - 04:00:00","45581.0833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 04:00:00 - 05:00:00","45581.1250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 05:00:00 - 06:00:00","45581.1666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 06:00:00 - 07:00:00","45581.2083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 07:00:00 - 08:00:00","45581.2500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 08:00:00 - 09:00:00","45581.2916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 09:00:00 - 10:00:00","45581.3333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 10:00:00 - 11:00:00","45581.3750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 11:00:00 - 12:00:00","45581.4166666667","3 %","2.8333","0 %","0.0000","100 %","0000010000"
"16/10/2024 12:00:00 - 13:00:00","45581.4583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 13:00:00 - 14:00:00","45581.5000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 14:00:00 - 15:00:00","45581.5416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 15:00:00 - 16:00:00","45581.5833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 16:00:00 - 17:00:00","45581.6250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 17:00:00 - 18:00:00","45581.6666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 18:00:00 - 19:00:00","45581.7083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 19:00:00 - 20:00:00","45581.7500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 20:00:00 - 21:00:00","45581.7916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 21:00:00 - 22:00:00","45581.8333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 22:00:00 - 23:00:00","45581.8750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"16/10/2024 23:00:00 - 00:00:00","45581.9166666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 00:00:00 - 01:00:00","45581.9583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 01:00:00 - 02:00:00","45582.0000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 02:00:00 - 03:00:00","45582.0416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 03:00:00 - 04:00:00","45582.0833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 04:00:00 - 05:00:00","45582.1250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 05:00:00 - 06:00:00","45582.1666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 06:00:00 - 07:00:00","45582.2083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 07:00:00 - 08:00:00","45582.2500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 08:00:00 - 09:00:00","45582.2916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 09:00:00 - 10:00:00","45582.3333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 10:00:00 - 11:00:00","45582.3750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 11:00:00 - 12:00:00","45582.4166666667","3 %","2.8333","0 %","0.0000","100 %","0000010000"
"17/10/2024 12:00:00 - 13:00:00","45582.4583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 13:00:00 - 14:00:00","45582.5000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 14:00:00 - 15:00:00","45582.5416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 15:00:00 - 16:00:00","45582.5833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 16:00:00 - 17:00:00","45582.6250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 17:00:00 - 18:00:00","45582.6666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 18:00:00 - 19:00:00","45582.7083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 19:00:00 - 20:00:00","45582.7500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 20:00:00 - 21:00:00","45582.7916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 21:00:00 - 22:00:00","45582.8333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 22:00:00 - 23:00:00","45582.8750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"17/10/2024 23:00:00 - 00:00:00","45582.9166666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 00:00:00 - 01:00:00","45582.9583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 01:00:00 - 02:00:00","45583.0000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 02:00:00 - 03:00:00","45583.0416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 03:00:00 - 04:00:00","45583.0833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 04:00:00 - 05:00:00","45583.1250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 05:00:00 - 06:00:00","45583.1666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 06:00:00 - 07:00:00","45583.2083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 07:00:00 - 08:00:00","45583.2500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 08:00:00 - 09:00:00","45583.2916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 09:00:00 - 10:00:00","45583.3333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 10:00:00 - 11:00:00","45583.3750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 11:00:00 - 12:00:00","45583.4166666667","3 %","2.8333","0 %","0.0000","100 %","0000010000"
"18/10/2024 12:00:00 - 13:00:00","45583.4583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 13:00:00 - 14:00:00","45583.5000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 14:00:00 - 15:00:00","45583.5416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 15:00:00 - 16:00:00","45583.5833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 16:00:00 - 17:00:00","45583.6250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 17:00:00 - 18:00:00","45583.6666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 18:00:00 - 19:00:00","45583.7083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 19:00:00 - 20:00:00","45583.7500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 20:00:00 - 21:00:00","45583.7916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 21:00:00 - 22:00:00","45583.8333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 22:00:00 - 23:00:00","45583.8750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"18/10/2024 23:00:00 - 00:00:00","45583.9166666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 00:00:00 - 01:00:00","45583.9583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 01:00:00 - 02:00:00","45584.0000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 02:00:00 - 03:00:00","45584.0416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 03:00:00 - 04:00:00","45584.0833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 04:00:00 - 05:00:00","45584.1250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 05:00:00 - 06:00:00","45584.1666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 06:00:00 - 07:00:00","45584.2083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 07:00:00 - 08:00:00","45584.2500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 08:00:00 - 09:00:00","45584.2916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 09:00:00 - 10:00:00","45584.3333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 10:00:00 - 11:00:00","45584.3750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 11:00:00 - 12:00:00","45584.4166666667","3 %","2.8333","0 %","0.0000","100 %","0000010000"
"19/10/2024 12:00:00 - 13:00:00","45584.4583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 13:00:00 - 14:00:00","45584.5000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 14:00:00 - 15:00:00","45584.5416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 15:00:00 - 16:00:00","45584.5833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 16:00:00 - 17:00:00","45584.6250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 17:00:00 - 18:00:00","45584.6666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 18:00:00 - 19:00:00","45584.7083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 19:00:00 - 20:00:00","45584.7500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 20:00:00 - 21:00:00","45584.7916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 21:00:00 - 22:00:00","45584.8333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 22:00:00 - 23:00:00","45584.8750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"19/10/2024 23:00:00 - 00:00:00","45584.9166666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 00:00:00 - 01:00:00","45584.9583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 01:00:00 - 02:00:00","45585.0000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 02:00:00 - 03:00:00","45585.0416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 03:00:00 - 04:00:00","45585.0833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 04:00:00 - 05:00:00","45585.1250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 05:00:00 - 06:00:00","45585.1666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 06:00:00 - 07:00:00","45585.2083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 07:00:00 - 08:00:00","45585.2500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 08:00:00 - 09:00:00","45585.2916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 09:00:00 - 10:00:00","45585.3333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 10:00:00 - 11:00:00","45585.3750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 11:00:00 - 12:00:00","45585.4166666667","3 %","2.8333","0 %","0.0000","100 %","0000010000"
"20/10/2024 12:00:00 - 13:00:00","45585.4583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 13:00:00 - 14:00:00","45585.5000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 14:00:00 - 15:00:00","45585.5416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 15:00:00 - 16:00:00","45585.5833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 16:00:00 - 17:00:00","45585.6250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 17:00:00 - 18:00:00","45585.6666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 18:00:00 - 19:00:00","45585.7083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 19:00:00 - 20:00:00","45585.7500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 20:00:00 - 21:00:00","45585.7916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 21:00:00 - 22:00:00","45585.8333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 22:00:00 - 23:00:00","45585.8750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"20/10/2024 23:00:00 - 00:00:00","45585.9166666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 00:00:00 - 01:00:00","45585.9583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 01:00:00 - 02:00:00","45586.0000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 02:00:00 - 03:00:00","45586.0416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 03:00:00 - 04:00:00","45586.0833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 04:00:00 - 05:00:00","45586.1250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 05:00:00 - 06:00:00","45586.1666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 06:00:00 - 07:00:00","45586.2083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 07:00:00 - 08:00:00","45586.2500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 08:00:00 - 09:00:00","45586.2916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 09:00:00 - 10:00:00","45586.3333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 10:00:00 - 11:00:00","45586.3750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 11:00:00 - 12:00:00","45586.4166666667","3 %","2.8333","0 %","0.0000","100 %","0000010000"
"21/10/2024 12:00:00 - 13:00:00","45586.4583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 13:00:00 - 14:00:00","45586.5000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 14:00:00 - 15:00:00","45586.5416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 15:00:00 - 16:00:00","45586.5833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 16:00:00 - 17:00:00","45586.6250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 17:00:00 - 18:00:00","45586.6666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 18:00:00 - 19:00:00","45586.7083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"21/10/2024 19:00:00 - 20:00:00","45586.7500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
